1_Field name,2_Reservoir unit,5_Resource uncertainty,8_Country,10_Region,11_Basin name,15_Latitude,16_Longitude,18_Hydrocarbon type (main),32_Current status year,33_Current reservoir status,34_Current production stage,38_Well count (total producer),52_Well spacing (average) (ac),70_Production rate (peak oil equivalent) (BOEPD),72_Onshore or offshore,73_Water_Depth (ft),75_Temperature (original) (deg. F),77_Pressure (original) (psi),82_Drive mechanism (main),111_Trapping mechanism (main),116_Depth to top reservoir (ft TVD),117_Reservoir top subsea depth (ft TVDSS),118_Structural flank dip (average) (deg.),135_Hydrocarbon column height (original total) (ft),149_Reservoir period,153_Depositional system (main),161_Reservoir architecture (main),163_Fluid flow restriction,170_Gross reservoir thickness (average) (ft),176_Net/gross ratio (average),179_Net pay (average) (m),182_Reservoir lithology (main),184_Grain_Size_Texture,189_Composition,199_Fracture reservoir type,200_Porosity type (main),204_Porosity (matrix average) (%),210_Permeability (air average) (mD),218_API gravity (average) (deg. API),225_Viscosity (oil average) (cp),236_Oil_impurities (average),243_Gas_impurities (average),252_GOR (initial average) (SCF/STB),255_Condensate yield (initial average) (BC/MMCFG),258_FVF (oil average) (RB/STB),263_Bubble point pressure (average) (psi),273_Formation water salinity (average) (mg/L),276_Water saturation (initial average) (%),293_Original in-place oil equivalent (MMBOE),304_Recovery factor (primary oil) (%),307_Recovery factor (ultimate oil) (%),308_Recovery factor (ultimate gas) (%),320_Secondary recovery methods,325_EOR methods,333_Improved recovery methods (other),334_Improved recovery methods (drilling),335_Improved recovery methods (stimulation),336_Improved recovery methods (water injection optimization),337_Improved recovery methods (artificial lift),338_Improved recovery methods (sand control),339_Improved recovery methods (other reservoir management),76_Pressure_Temp_depth (ft TVDSS)
LISBURNE,WAHOO (LISBURNE),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,NORTH SLOPE,70.2425,-148.3955,OIL,2010,SECONDARY RECOVERY,MATURE,85,160,44381,ONSHORE,0,183,4490,GAS DRIVE,2211:REGIONAL SUBCROP,8400,8400,1.5,900,CARBONIFEROUS,12:HIGH-ENERGY CARBONATE SAND,JIGSAW-PUZZLE,TIGHT CARBONATELATERAL DIAGENETIC CHANGE/NON-FRACTURED ZONE,700,0.18,37.19,CARBONATES,PACKSTONE/GRAINSTONE,OOLITE/PELOID,TYPE III,MICROPOROSITY,10,1.05,27,0.9,0,0,830,,1.39,4300,11000,30,2300,,9.4,,CONTINUOUS WATER INJECTION/GAS RECYCLING,,DRILLING/STIMULATION/ARTIFICIAL LIFT/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE)/ACID FRACTURING,,GAS LIFT,SLOTTED LINER,COILED TUBING TREATMENT,
LITTLE KNIFE,MISSION CANYON,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,WILLISTON,47.2895,-103.0985,OIL,2012,SECONDARY RECOVERY,DECLINE,151,160,15789,ONSHORE,-2508,220,4750,GAS DRIVE,112:TRANSPRESSIONAL ANTICLINE,9676,7168,0.7,132,CARBONIFEROUS,11:LOW-ENERGY CARBONATE MUD,JIGSAW-PUZZLE,TIGHT CARBONATE,465,0.05,,CARBONATES,MUDSTONE,BRACHIOPOD/CALCISPHERE/CORAL/CRINOID/ONCOLITE/OOLITE/PELOID/PISOLITE,TYPE II,INTERCRYSTALLINE,14,30,41,0.2,0,0,1058,,1.77,2932,290000,40,,,38.4,,,MISCIBLE,STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION/ACID FRACTURING,,ROD PUMP/GAS LIFT,,ADDITIONAL PERFORATION/RE-PERFORATION,7200
LITTLE SAND DRAW,PHOSPHORIA (ERVAY),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,BIG HORN,43.8,-108.3,OIL,2006,PRIMARY RECOVERY,MATURE,30,20,3800,ONSHORE,-4780,142,2375,AQUIFER DRIVE,1112:FORELAND ANTICLINE,5830,1050,20,500,PERMIAN,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,TIGHT CARBONATENON-FRACTURED ZONE,100,0.65,19.81,CARBONATES,PACKSTONE/GRAINSTONE,BRACHIOPOD/CRINOID,TYPE II,INTERCRYSTALLINE,15,2.6,36,1.6,0,0,93,,1.08,290,2000,10,,,,,,,DRILLING/STIMULATION,INFILL WELL,ACIDIZATION,,,,,1225
LIUBEI,WUMISHAN,1P ,CHINA,ASIA-PACIFIC,BOHAI,38.2892,116,OIL,2002,SECONDARY RECOVERY,MATURE,72,40,16700,ONSHORE,-33,253,4772,AQUIFER DRIVE,2212:PALEOSTRUCTURAL SUBCROP,10533,10500,18,820,PROTEROZOIC,11:LOW-ENERGY CARBONATE MUD,TANK LIKE, NON-FRACTURED ZONE/NON-KARSTIC ZONE,781,0.88,116.13,CARBONATES,MUDSTONE,,TYPE II,FRACTURE,3.2,5.45,37,2.9,20.3,0,28,,,184,5350,,235,,19.4,,CONTINUOUS WATER INJECTION,,STIMULATION,,ACIDIZATION,,,,,10909
LIUHUA 11-1,ZHUJIANG,1P ,CHINA,ASIA-PACIFIC,PEARL RIVER MOUTH,20.8219,115.6985,OIL,2005,PRIMARY RECOVERY,PRIMARY REJUVENATING,42,70,44567,OFFSHORE,1020,126,1819,AQUIFER DRIVE,2121:ORGANIC BUILDUP,2825,3845,6,247,NEOGENE,13:ORGANIC BUILDUP,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE,1562,,39.93,CARBONATES,PACKSTONE/GRAINSTONE/BOUNDSTONE,ALGAE/CORAL/FORAMINIFERA,,MOLDIC/VUGGY,21.3,650,20,65,4,0,45,,1.04,600,36873,46,1045,15.6,15.6,,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL/MULTI-LATERAL WELL/EXTENDED REACH WELL,ACIDIZATION,,ESP,,SIDETRACKING/STEP-OUT DEVELOPMENT DRILLING,3954
LOMA LA LATA,QUINTUCO,1P ,ARGENTINA,LATIN AMERICA,NEUQUEN,-38.3791,-68.7854,OIL,2006,PRIMARY RECOVERY,MATURE,,0,,ONSHORE,-1640,201,5490,GAS DRIVE,2211:REGIONAL SUBCROP,7710,6070,2,,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LABYRINTH, LATERAL FACIES CHANGE/SEALING FAULT,2130,,,CARBONATES,PACKSTONE/GRAINSTONE,OOLITE,,INTRAPARTICLE,5,0.1,43,0.94,0,0,,,,2780,170000,,,,,,,,STIMULATION,,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,,5905
MABEE,SAN ANDRES,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PERMIAN,32.226,-102.23,OIL,2011,SECONDARY RECOVERY,DECLINE,613,20,11060,ONSHORE,-3000,106,1995,GAS DRIVE,2111:LATERAL FACIES CHANGE,4680,1680,0.5,200,PERMIAN,12:HIGH-ENERGY CARBONATE SAND,JIGSAW-PUZZLE,TIGHT CARBONATELATERAL FACIES CHANGE,400,,15.24,CARBONATES,GRAINSTONE,OOLITE/PELOID,,INTERPARTICLE/MICROPOROSITY,10.5,8,32,3.27,0,5.5,117,,1.08,347,48000,29,432,,30.3,,CONTINUOUS WATER INJECTION/GAS RECYCLING,MISCIBLE,DRILLING/STIMULATION/ARTIFICIAL LIFT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION,,ROD PUMP,,,1710
MACHAR,CHALK GROUP,1P ,UNITED KINGDOM,EUROPE,NORTH SEA CENTRAL,57.0833,2.0833,OIL,2007,SECONDARY RECOVERY,DECLINE,7,240,36192,OFFSHORE,278.87,190,3190,GAS DRIVE,1151:SALT-DIAPIR ANTICLINE,3812.34,4091.21,52,4495,CRETACEOUS,14:FORESLOPE-BASIN,LAYER-CAKE, NON-FRACTURED ZONE,574,0.8,,CARBONATES,,COCCOLITH,TYPE III,MICROPOROSITY,22,0.2,41,0.4,0,0,877,,1.45,3160,17500,,439,,31,,CONTINUOUS WATER INJECTION,,STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,EXTENDED REACH WELL,ACIDIZATION,,GAS LIFT,,SELECTIVE PERFORATION/SHUT-IN WELL REOPEN/WATER CONING CONTROL,4182.5
MAJNOON,MISHRIF,1P ,IRAQ,MIDDLE EAST,MESOPOTAMIAN,31.083,47.656,OIL,2009,DEVELOPING,DEVELOPING,,0,,ONSHORE,-33,200.7155363,4602.257943,,1151:SALT-DIAPIR ANTICLINE,7840,7808,5,,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE,796,0.8,,CARBONATES,PACKSTONE/GRAINSTONE,FORAMINIFERA/RUDIST/PELOID,,INTERPARTICLE,14,70,20,,0,0,80,,,,,22,20400,,32,,,,,,,,,,,
MAJNOON,YAMAMA,1P ,IRAQ,MIDDLE EAST,MESOPOTAMIAN,31.083,47.656,OIL,2009,DEVELOPING,DEVELOPING,,0,,ONSHORE,-33,104.2322184,79.79742541,,1151:SALT-DIAPIR ANTICLINE,,,5,,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,,TIGHT CARBONATELATERAL FACIES CHANGE,1110,,,CARBONATES,PACKSTONE/GRAINSTONE,OOLITE/PELOID,,INTERPARTICLE,16.5,40,34,,0,0,420,,,,,,8700,,32,,,,,,,,,,,
MALOICH,M11,1P ,RUSSIAN FEDERATION,FORMER SOVIET UNION,SIBERIAN WESTERN,56.8172,78.4836,OIL,1991,SECONDARY RECOVERY,DECLINE,,0,5000,ONSHORE,-427,216,4177,AQUIFER DRIVE,2221:BURIED-HILL,9120.73,8694.23,3,360.89,DEVONIAN,13:ORGANIC BUILDUP,JIGSAW-PUZZLE, LATERAL FACIES CHANGE/NON-FRACTURED ZONE,,,20,CARBONATES,,,TYPE II,VUGGY/CAVERNOUS,10,0.8,37,5.7,4.4,0,373,,,,,,,,,,CONTINUOUS WATER INJECTION,,,,,,,,,8923.88
MANSURI,ASMARI,1P ,IRAN,MIDDLE EAST,ZAGROS,30.8833,48.8333,OIL,2007,DEVELOPING,DEVELOPING,,0,100000,ONSHORE,-40,180,3490,AQUIFER DRIVE,1112:FORELAND ANTICLINE,7094,7054,5,387,NEOGENE/PALEOGENE,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE, NON-FRACTURED ZONE,427,0.53,61.88,CARBONATES,MEDIUM-GRAINED SAND/COARSE-GRAINED SANDWACKESTONE/PACKSTONE,ALGAE/FORAMINIFERA,TYPE IV,INTERCRYSTALLINE,24,,30,1.18,0,0,450,,1.53,2155,,,3300,,39.4,,,,STIMULATION/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION,,,EXPANDABLE SAND SCREEN,RE-COMPLETION,7447
MANSURI,ILAM,1P ,IRAN,MIDDLE EAST,ZAGROS,30.8833,48.8333,OIL,2007,DEVELOPING,DEVELOPING,,0,,ONSHORE,-40,225,5660,GAS DRIVE,1112:FORELAND ANTICLINE,10211,10170,8,1270,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,TIGHT CARBONATENONE,328,0.65,64.92,CARBONATES,WACKESTONE/PACKSTONE,,TYPE III,MICROPOROSITY,13,0.8,22,,0,0,340,,1.25,1325,,37,9034,,8,,,,STIMULATION,,ACIDIZATION,,,,,10459
MANSURI,SARVAK 1,1P ,IRAN,MIDDLE EAST,ZAGROS,30.8833,48.8333,OIL,2007,DEVELOPING,DEVELOPING,,0,,ONSHORE,-40,235,5750,GAS DRIVE,1112:FORELAND ANTICLINE,10703,10633,8,1237,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,TIGHT CARBONATENONE,820,0.75,185,CARBONATES,WACKESTONE/PACKSTONE,,TYPE III,MICROPOROSITY,9,0.2,25,,0,0,340,,1.25,,,28,5582,,8,,,,STIMULATION,,ACIDIZATION,,,,,11361
MANSURI,SARVAK 2,1P ,IRAN,MIDDLE EAST,ZAGROS,30.8833,48.8333,OIL,2007,DEVELOPING,DEVELOPING,,0,,ONSHORE,-40,244,6220,GAS DRIVE,1112:FORELAND ANTICLINE,11851,11811,8,886,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,TIGHT CARBONATENONE,632,0.58,110.03,CARBONATES,WACKESTONE/PACKSTONE,,TYPE III,MICROPOROSITY,9,,25.5,,0,0,340,,1.25,,,28,3201,,8,,,,STIMULATION,,ACIDIZATION,,,,,12361
MARA,LA LUNA-COGOLLO,1P ,VENEZUELA,LATIN AMERICA,MARACAIBO,10.8861,-71.8913,OIL,2006,PRIMARY RECOVERY,MATURE,,0,79000,ONSHORE,-45,166.6264049,4345,GAS DRIVE,125:WRENCH-FAULT FLOWER STRUCTURE,5070,5030,15,6000,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,TANK LIKE,BLOCK-BOUNDING FAULTNON-FRACTURED ZONE,1750,,,CARBONATES,GRAINSTONE,ONCOLITE/OOLITE,TYPE II,INTERPARTICLE/MOLDIC,2,0.1,29,,2.9,0,690,,,,97500,,,,,,,,STIMULATION/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION,,,,COILED TUBING TREATMENT,
MARKOVO,OSA,1P ,RUSSIAN FEDERATION,FORMER SOVIET UNION,SIBERIAN EASTERN,57.4375,107.3058,OIL,2010,DEVELOPING,DEVELOPING,,0,600,ONSHORE,-2000,92,3983,AQUIFER DRIVE,1142:BASEMENT-DRAPE ANTICLINE,7964,5964,1,,CAMBRIAN,11:LOW-ENERGY CARBONATE MUD,JIGSAW-PUZZLE,TIGHT CARBONATENON-FRACTURED ZONE/NON-KARSTIC ZONE,221,,,CARBONATES,MUDSTONE/WACKESTONE,,TYPE II,VUGGY,4,,42,,1.12,2.3,1580,,1.9,3156,,44,,,,,,,STIMULATION,,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,,7070
MASJID-I-SULEIMAN,ASMARI,1P ,IRAN,MIDDLE EAST,ZAGROS,32,49.3,OIL,2004,PRIMARY RECOVERY,MATURE,121,0,118000,ONSHORE,-1300,102,850,GAS DRIVE,1111:THRUST ANTICLINE,2000,640,,984,NEOGENE/PALEOGENE,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,EVAPORITENON-FRACTURED ZONE,1075,0.64,209.7,CARBONATES,WACKESTONE/PACKSTONE,ALGAE/FORAMINIFERA,TYPE II,FRACTURE,13,0.25,38,3.5,0,3,231,,,740,282000,30,5300,,26,,,,DRILLING/ARTIFICIAL LIFT,HORIZONTAL WELL,,,ESP/GAS LIFT,,,
MATZEN,HAUPTDOLOMITE-BOCKFLIESS BEDS,1P ,AUSTRIA,EUROPE,VIENNA,48.3942,16.7161,OIL,2001,SECONDARY RECOVERY,MATURE,,0,14000,ONSHORE,-610,217,4300,AQUIFER DRIVE,1162:BURIED-PALEORELIEF COMPACTION ANTICLINE,8960,8350,,788,NEOGENE/CRETACEOUS/TRIASSIC,11:LOW-ENERGY CARBONATE MUD,TANK LIKE,BLOCK-BOUNDING FAULTNON-FRACTURED ZONE,623,,,CARBONATES,CONGLOMERATEMUDSTONE,,TYPE II,VUGGY,4,5,30,1.3,0,0,382,,,,101000,,139,,46,,CONTINUOUS WATER INJECTION/GAS INJECTION,,,,,,,,,9514
MAYDAN MAHZAM,ARAB C,1P ,QATAR,MIDDLE EAST,RUB AL KHALI,25.6,52.55,OIL,2009,SECONDARY RECOVERY,MATURE,,0,167283,OFFSHORE,115,206,3630,AQUIFER DRIVE,1151:SALT-DIAPIR ANTICLINE,6661,6776,7,914,JURASSIC,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,EVAPORITESEALING FAULT,80,0.69,16.76,CARBONATES,PACKSTONE/GRAINSTONE,,,MOLDIC/VUGGY,25,600,38,0.43,0,0,657,,1.41,1772,245000,,2300,,55,,DUMP FLOOD,,STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION/ACID FRACTURING,,GAS LIFT,,ACID WASH/FLOWING RATE CONTROL,7200
MAYDAN MAHZAM,ARAB D,1P ,QATAR,MIDDLE EAST,RUB AL KHALI,25.6,52.55,OIL,2009,SECONDARY RECOVERY,MATURE,,0,167283,OFFSHORE,115,206,3623,AQUIFER DRIVE,1151:SALT-DIAPIR ANTICLINE,6755,6870,7,685,JURASSIC,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TAR MATSEALING FAULT,280,0.79,67.06,CARBONATES,PACKSTONE/GRAINSTONE,ALGAE/FORAMINIFERA,,MOLDIC/VUGGY,20,500,38,0.4,0,1.5,541,,1.35,1583,255000,,2300,,55,,DUMP FLOOD,,STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION/ACID FRACTURING,,GAS LIFT,,ACID WASH/FLOWING RATE CONTROL,7200
MCELROY,GRAYBURG,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PERMIAN,31.4289,-102.31,OIL,2011,SECONDARY RECOVERY,SECONDARY DECLINE,,5,37601,ONSHORE,-2850,86,1300,GAS DRIVE,2111:LATERAL FACIES CHANGE,2950,100,5,1600,PERMIAN,11:LOW-ENERGY CARBONATE MUD,JIGSAW-PUZZLE,TIGHT CARBONATELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE/NON-FRACTURED ZONE,,,30.48,CARBONATES,WACKESTONE/PACKSTONE,FUSULINID/MOLLUSCS/OOLITE/PELOID,,INTERCRYSTALLINE,10,5,32,2.1,0,6.5,300,,1.15,790,70000,26,,6,22.5,,CONTINUOUS WATER INJECTION/GAS RECYCLING,THERMAL/MISCIBLE,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),MODIFICATION IN INJECTION PATTERN,ROD PUMP/ESP,,PROFILE MODIFICATION/STEP-OUT DEVELOPMENT DRILLING,
MEANS,SAN ANDRES,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PERMIAN,32.5066,-102.5313,OIL,2011,ENHANCED OIL RECOVERY,SECONDARY DECLINE,720,10,20749,ONSHORE,-3150,100,1850,GAS DRIVE,1161:FAULT-BLOCK COMPACTION ANTICLINE,4250,1100,1.5,600,PERMIAN,12:HIGH-ENERGY CARBONATE SAND,JIGSAW-PUZZLE/LAYER-CAKE,STRUCTURAL SADDLE/TIGHT CARBONATELATERAL DIAGENETIC CHANGE,230,0.65,45.72,CARBONATES,GRAINSTONE,OOLITE,,INTERPARTICLE,10,20,29,6,0,0,230,,1.04,310,24000,29,449,,67.7,,CONTINUOUS WATER INJECTION,MISCIBLE,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),MODIFICATION IN INJECTION PATTERN,ROD PUMP/ESP/HYDRAULIC JET PUMP,,RE-COMPLETION,1250
MEDICINE POLE HILLS,RED RIVER,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,WILLISTON,46.0882,-103.6623,OIL,2012,ENHANCED OIL RECOVERY,SECONDARY REJUVENATING,72,195,5180,ONSHORE,-3150,230,4120,AQUIFER DRIVE,1142:BASEMENT-DRAPE ANTICLINE,9399,,1,,ORDOVICIAN,11:LOW-ENERGY CARBONATE MUD,LABYRINTH,BLOCK-BOUNDING FAULT/TIGHT CARBONATELATERAL FACIES CHANGE,200,,,CARBONATES,MUDSTONE/WACKESTONE,BRACHIOPOD/BRYOZOAN/CRINOID/TRILOBITE,,INTERCRYSTALLINE,15.5,6.9,37.5,0.48,0,0,525,,1.4,2231,56000,42,,15,46.2,,,THERMAL,DRILLING/STIMULATION/ARTIFICIAL LIFT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION/ACID FRACTURING,,ROD PUMP,,,6150
MEDICINE RIVER,PEKISKO (PEKISKO I POOL),1P ,CANADA,NORTH AMERICA,WESTERN CANADA,51.8,-114.1,OIL,2006,SECONDARY RECOVERY,DECLINE,85,80,1273,ONSHORE,-3060,160,2330,GAS DRIVE,2222:TRUNCATION-EDGE,6900,3840,0.25,,CARBONIFEROUS,12:HIGH-ENERGY CARBONATE SAND,LABYRINTH,TIGHT CARBONATELATERAL DIAGENETIC CHANGE,165,,10.67,CARBONATES,GRAINSTONE,BRYOZOAN/CRINOID,TYPE II,INTERCRYSTALLINE,13,44,25,,0,0,438,,1.25,,,22,46,10,30,60,CONTINUOUS WATER INJECTION,,DRILLING,INFILL WELL/HORIZONTAL WELL,,,,,,4127
MESCALERO ESCARPE,BONE SPRING,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PERMIAN,32.7599,-103.613,OIL,2011,PRIMARY RECOVERY,MATURE,,40,3383,ONSHORE,-4100,171.118294,3214.947031,GAS DRIVE,2112:LATERAL DEPOSITIONAL PINCH-OUT,5435,1335,3,90,PERMIAN,14:FORESLOPE-BASIN,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE/RESERVOIR BODY BOUNDARY,240,,9.14,CARBONATES,PACKSTONE/BRECCIA,BRECCIA/INTRACLAST/PELOID,,INTERCRYSTALLINE/VUGGY/BRECCIA,5.8,15,39,0.88,0,0,,,1.45,,,35,,,,,,,STIMULATION,,ACIDIZATION,,,,,
MIDALE,CHARLES (MIDALE BEDS),1P ,CANADA,NORTH AMERICA,WILLISTON,49.4701,-103.4717,OIL,2008,ENHANCED OIL RECOVERY,SECONDARY PEAK OR PLATEAU,480,30,15270,ONSHORE,-2100,145,2074,GAS DRIVE,2211:REGIONAL SUBCROP,4400,2300,0.3,604,CARBONIFEROUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE/NON-FRACTURED ZONE,64,0.49,9.75,CARBONATES,PACKSTONE/GRAINSTONE,CRINOID/OOLITE,TYPE III,INTERPARTICLE/INTERCRYSTALLINE,20,7,29,3.4,10,0,190.9,,1.12,725,,38.5,515,11,41.6,,CONTINUOUS WATER INJECTION,MISCIBLE,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT,INFILL WELL/HORIZONTAL WELL/MULTI-LATERAL WELL,ACIDIZATION,MODIFICATION IN INJECTION PATTERN,ROD PUMP,,,2500
MINAGISH,MINAGISH OOLITE,1P ,KUWAIT,MIDDLE EAST,THE GULF,29.024,47.5783,OIL,2005,SECONDARY RECOVERY,PRIMARY REJUVENATING,110,240,95000,ONSHORE,-600,200,4750,AQUIFER DRIVE,1141:BASEMENT-UPLIFT ANTICLINE,9600,8990,4,961,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATE/TAR MATNONE,400,,,CARBONATES,PACKSTONE/GRAINSTONE,OOLITE/PELOID,,INTERPARTICLE,20,100,34,0.97,0,0,600,,1.47,1615,175000,14,5000,,44,,CONTINUOUS WATER INJECTION/GAS INJECTION,,DRILLING/STIMULATION,INFILL WELL,ACIDIZATION,,,,,9422
NAFT KHANEH-NAFT SHAHR,KALFUR/JERIBE/ASMARI,1P ,IRAN-IRAQ,MIDDLE EAST,ZAGROS,34.092,45.452,OIL,2004,PRIMARY RECOVERY,MATURE,,600,22710,ONSHORE,-570,133.0049221,2450,AQUIFER DRIVE,1112:FORELAND ANTICLINE,2338,1768,20,1082,NEOGENE,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,TIGHT CARBONATE/EVAPORITENON-FRACTURED ZONE,250,0.79,,CARBONATES,WACKESTONE/PACKSTONE,ALGAE/FORAMINIFERA,TYPE II,INTERPARTICLE,14,5,42,2.48,3.4,1,532,,,,,21,911,,40,88,,,DRILLING/STIMULATION,INFILL WELL,ACIDIZATION,,,,,
NAGYLENGYEL,MAIN DOLOMITE (HAUPTDOLOMITE),1P ,HUNGARY,EUROPE,PANNONIAN,46.7786,16.7947,OIL,2003,SECONDARY RECOVERY,,,0,,ONSHORE,-500,255,3350,AQUIFER DRIVE,2212:PALEOSTRUCTURAL SUBCROP,6500,6000,,535,TRIASSIC,11:LOW-ENERGY CARBONATE MUD,LABYRINTH,BLOCK-BOUNDING FAULTNON-FRACTURED ZONE/NON-KARSTIC ZONE,,,,CARBONATES,MUDSTONE,,TYPE I,VUGGY/CAVERNOUS,1.4,,22,50,0,0,25,,,,,,,,,,CO2 IMMISCIBLE INJECTION,,,,,,,,,7513
NAGYLENGYEL,UGOD,1P ,HUNGARY,EUROPE,PANNONIAN,46.7786,16.7947,OIL,2003,SECONDARY RECOVERY,,,0,,ONSHORE,-500,237,3002,AQUIFER DRIVE,2212:PALEOSTRUCTURAL SUBCROP,6100,5600,9,1115,CRETACEOUS,13:ORGANIC BUILDUP,LABYRINTH,BLOCK-BOUNDING FAULTNON-FRACTURED ZONE/NON-KARSTIC ZONE,1300,,,CARBONATES,PACKSTONE/GRAINSTONE/BOUNDSTONE,RUDIST,TYPE I,CHANNEL/CAVERNOUS,2.1,,22,19,0,0,25,,,,,,,,,,CO2 IMMISCIBLE INJECTION,,,,,,,,,6693
NAGYLENGYEL,UGOD-MAIN DOLOMITE,1P ,HUNGARY,EUROPE,PANNONIAN,46.7786,16.7947,OIL,2006,SECONDARY RECOVERY,TERTIARY MATURE,324,0,22530,ONSHORE,-500,255,3350,AQUIFER DRIVE,2212:PALEOSTRUCTURAL SUBCROP,6100,5600,,1115,CRETACEOUS/TRIASSIC,11:LOW-ENERGY CARBONATE MUD,LABYRINTH,BLOCK-BOUNDING FAULTNON-FRACTURED ZONE/NON-KARSTIC ZONE,,,,CARBONATES,PACKSTONE/GRAINSTONE/BOUNDSTONE,RUDIST,TYPE I,CHANNEL/VUGGY/CAVERNOUS,1.7,,22,50,0,0,25,,,,,,275,,55,,CO2 IMMISCIBLE INJECTION,,DRILLING/ARTIFICIAL LIFT,HORIZONTAL WELL,,,ROD PUMP,,,7513
NAGYLENGYEL,UGOD-MAIN DOLOMITE (BLOCKS I-IV),1P ,HUNGARY,EUROPE,PANNONIAN,46.7786,16.7947,OIL,2002,SECONDARY RECOVERY,SECONDARY MATURE,105,0,18873,ONSHORE,-500,237,3002,AQUIFER DRIVE,2212:PALEOSTRUCTURAL SUBCROP,6100,5600,9,1115,CRETACEOUS/TRIASSIC,11:LOW-ENERGY CARBONATE MUD,LABYRINTH,BLOCK-BOUNDING FAULTNON-FRACTURED ZONE/NON-KARSTIC ZONE,,,,CARBONATES,PACKSTONE/GRAINSTONE/BOUNDSTONE,RUDIST,TYPE I,CHANNEL/VUGGY/CAVERNOUS,1,,16.9,19,0,0,25,,,,,,102.5,,54.5,,CO2 IMMISCIBLE INJECTION,,DRILLING/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL,,,ROD PUMP,,FLOWING RATE CONTROL/HIGH GOR WELL SHUT-IN,6693
NAHR UMR,MISHRIF,3P ,IRAQ,MIDDLE EAST,MESOPOTAMIAN,30.62,47.68,OIL,2009,DEVELOPMENT PENDING,,,0,,ONSHORE,-10,182.7602862,3760.641885,AQUIFER DRIVE,1151:SALT-DIAPIR ANTICLINE,6381,6371,8,279,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE,260,0.2,,CARBONATES,PACKSTONE/GRAINSTONE,FORAMINIFERA/RUDIST/PELOID,,INTERPARTICLE,14.5,,21.5,,0,0,,,,,,,1480,,25,,,,,,,,,,,
