Avg_CCS1_WHCO2InjPs_psi,Avg_PLT_CO2VentRate_TPH,Avg_CCS1_WHCO2InjTp_F,Avg_CCS1_ANPs_psi,Avg_CCS1_DH6325Ps_psi,Avg_CCS1_DH6325Tp_F,inj_diff 
755.5049642,0.0,49.75248013,525.570017,2956.872508,116.2544717,0.0
754.1844889,0.0,49.86161013,522.9605988,2956.748655,116.2623509,0.0
753.4448242,0.0,51.43375527,520.6546524,2956.632621,116.2730707,0.0
753.0973307,0.0,51.7036548,518.2640701,2956.528351,116.2779127,0.0
751.8761393,0.0,51.84244541,515.9395523,2956.426815,116.2867962,0.0
751.250651,0.0,52.12369296,513.6418488,2956.329128,116.2936412,0.0
751.146403,0.0,52.41080618,511.9965314,2956.234924,116.2998952,0.0
750.4216309,0.0,52.20059722,509.5976796,2956.139789,116.3075497,0.0
750.128744,0.0,61.06253885,689.0776957,2955.426591,116.3750048,0.0
750.0890325,0.0,60.95267471,687.2424321,2955.360533,116.3733571,0.0
782.9768163,0.041666667,62.82108345,598.2249593,2982.889516,116.5511101,0.0
1156.298876,0.133333333,78.25138054,595.105628,3329.457497,112.3108638,0.164236005
1144.424704,0.941666667,75.50956008,573.2249181,3344.542224,111.2152489,22.18923628
1137.504605,0.0,76.82572187,580.927238,3340.153251,110.3678891,14.03923602
1136.46718,0.0,76.82169507,575.0189021,3338.401996,109.791676,0.177431234
1137.206837,0.0,77.24832942,578.679097,3338.029718,109.4296113,0.115277481
1124.265075,0.0,76.81766529,581.6187943,3323.127195,109.2606084,-4.320139218
875.7575689,0.0,67.14347092,556.9573364,3065.09541,110.4516741,-37.42048616
836.5255508,0.0,61.06400353,547.1864904,3010.079736,111.8421849,0.0
822.1889638,0.0,58.61075602,542.0956579,2993.609727,112.7206027,0.0
887.7510595,0.091666667,58.63492603,503.4498556,3088.407143,112.8122095,0.000694442
807.2368164,0.008333333,60.25540975,538.1939023,3033.847974,112.169101,-0.000694442
1016.338544,0.0,80.83023853,661.0243825,3097.829647,111.9162531,21.51631946
1030.079523,0.0,71.54166438,567.9833776,3222.118825,110.5015891,5.009375302
1079.845561,0.0,71.76871529,577.3578796,3295.674908,109.7459394,6.232638804
1088.706555,0.0,73.44303099,571.633256,3306.47383,108.7045823,0.304165904
1091.43182,0.0,72.29422741,576.2864385,3316.838328,108.0564901,-0.228125
1113.944479,0.0,77.72660071,575.2748769,3322.629553,107.4991434,0.602083588
1117.106743,0.0,76.86417395,560.9375369,3315.749569,107.8422264,-0.051388677
1072.170881,0.033333333,72.57474524,599.8909322,3285.09303,108.4594848,-6.599652656
1094.460062,0.0,77.56729895,696.5838801,3291.569257,108.4274179,6.19027791
1078.981689,0.0,68.79728012,623.2084757,3310.824434,108.5139869,0.10138944
1065.196201,0.0,68.20218639,565.5287913,3317.179097,107.7459842,0.044443639
1068.646283,0.0,69.87101123,590.3677943,3319.259253,106.6954125,0.202777863
1081.721957,0.0,72.62454942,597.2381592,3319.148039,105.9336298,0.213194148
1084.124593,0.0,72.25614236,626.2472956,3317.903585,105.7847799,-0.02604154
1087.083263,0.0,72.31034012,632.8637344,3319.925441,105.7984616,0.07708346
1121.217051,0.0,72.65384719,644.5668798,3326.986261,105.8051592,0.662500254
1137.782603,0.0,74.17472057,687.7709005,3315.565212,106.3391158,-0.453472265
1099.669701,0.0,74.09488703,703.2601873,3319.168011,106.465885,-0.031944784
1108.091759,0.0,74.61051222,723.2148015,3322.080251,106.5954339,0.312499873
1123.778586,0.0,74.43729375,673.3035055,3316.8554,106.878596,-0.951041794
1122.984341,0.0,74.01834901,646.6808167,3314.181018,107.2105707,0.087847519
1118.789627,0.0,73.90445849,647.7254206,3315.114862,107.2993331,0.328472392
1111.636175,0.0,72.82926178,631.0738861,3317.915745,107.2658599,0.542361069
1105.445866,0.0,71.96500371,591.4784531,3320.663664,107.0168549,0.110069402
1096.617687,0.0,72.49747749,570.6841846,3318.985713,106.6936047,-0.356147918
1096.485427,0.0,73.21451607,565.3223602,3322.9288,106.4025669,-0.153921357
1105.19265,0.0,76.60745907,620.0870814,3315.569511,106.4114007,-0.43541654
1114.396364,0.0,76.46683572,686.3258174,3315.742818,106.941482,0.639583079
1115.969922,0.0,75.53849125,702.2837123,3318.165875,107.4673594,0.352430089
1113.909782,0.0,75.53299834,699.7486186,3317.304738,107.7105602,0.00451444
1111.690773,0.0,74.45304095,691.645811,3319.333234,107.7927867,0.144444529
1131.269511,0.0,74.2541894,681.5467143,3313.474451,107.6950533,-1.46215299
1113.716199,0.0,72.92997052,672.0524918,3310.434684,107.9407917,0.994444148
1101.871667,0.0,73.63089701,647.3166804,3315.543227,107.5977485,0.24583346
1107.525764,0.0,74.89652271,649.7423635,3316.730375,107.3897291,0.022569402
1110.186509,0.0,75.21878827,669.5937505,3315.348438,107.4346419,-0.225
1113.432534,0.0,75.48206663,681.7107139,3315.416543,107.558779,-0.10491887
993.2401428,0.0,69.98014075,674.0425644,3210.78596,108.0835533,-25.60515028
913.2074468,0.0,59.99356912,603.3674042,3156.746289,108.950989,-2.76388882
878.4283015,0.0,58.70853443,581.7571335,3147.304972,109.0876431,0.368054867
861.55009,0.0,62.70682443,540.1943202,3131.202472,109.263298,-0.042708095
854.6895198,0.0,63.29129731,564.783536,3124.581519,109.273853,0.021875318
849.5610228,0.0,64.27121164,632.4895702,3119.00104,109.1674178,0.006760942
842.6315201,0.0,63.1125878,647.1123001,3113.119975,109.0213476,-0.128635863
833.6413467,0.0,61.9055555,621.2761826,3108.887565,108.8216574,0.142708731
824.0158071,0.0,59.34098097,587.5560689,3107.264736,108.6028758,0.021527274
815.8943532,0.0,58.80411507,567.312443,3105.734243,108.3491799,0.007986244
808.130393,0.0,57.50296901,580.8900848,3103.951066,108.1636368,7.95e-08
800.4457713,0.0,57.18656235,542.6860657,3102.419255,107.9291042,0.087499841
793.6647135,0.0,56.54605916,509.7194598,3101.001786,107.7049243,-0.126041587
785.2603368,0.0,55.63016551,478.5984477,3098.730902,107.518481,0.068749841
777.2630076,0.0,54.54654703,442.9233271,3099.049414,107.254638,-0.016319895
768.2232178,0.016666667,54.10086921,411.1891777,3090.29363,107.0902201,-3.155555344
776.9403295,0.0,47.61747046,608.8112643,3094.338328,109.9225009,5.856944736
783.0115641,0.0,64.14273926,663.5491608,3082.739919,108.6254519,-0.293750477
803.2108536,0.0,66.11698163,726.8770716,3079.975948,108.2394126,-0.105555582
823.0597437,0.0,68.11624139,617.3093703,3079.326867,107.7956233,-0.140528527
823.797379,0.0,68.21463826,633.3055066,3077.474343,107.5146465,-0.15808216
833.3633494,0.0,69.15799796,652.2072744,3078.895148,107.2055244,0.472569497
845.1384476,0.0,70.31522439,692.5768641,3083.812339,106.8429007,0.524999762
847.5808105,0.0,70.65030772,710.2915934,3082.812923,106.7649443,-0.032291508
847.282959,0.0,70.6440829,714.9901871,3083.010763,106.7835608,0.059027592
843.92226,0.0,69.7124396,707.7998418,3082.600047,106.9116077,0.031597328
839.0920375,0.0,67.40457891,687.8307795,3083.619926,107.0606244,-0.034722487
830.1118164,0.0,66.30081895,661.1028269,3083.5479,107.2182173,-0.060069338
826.726237,0.0,66.09464245,639.5833878,3083.888892,107.3472178,0.098263836
829.6848958,0.0,67.63748913,639.2654841,3084.108358,107.4440118,-0.034027672
836.7439606,0.0,69.80728881,645.5639821,3085.031716,107.4930458,-0.083333651
843.1130936,0.0,70.46646697,658.788623,3082.917403,107.5578461,-0.015277433
848.4296875,0.0,70.98099524,665.8963918,3082.844358,107.5758018,-0.014583254
852.1677246,0.0,71.30912075,681.3774307,3082.411643,107.6127565,-0.06284701
854.7788808,0.0,71.59330069,700.4752945,3082.294647,107.6630685,-0.074305503
859.8374095,0.0,72.03055484,721.2267741,3081.61191,107.7421136,-0.007985846
863.0244649,0.0,72.26712799,742.5851873,3080.878465,107.8578426,-0.043056218
872.8237305,0.0,73.20975329,737.300292,3080.161031,108.2113595,-0.010416985
878.249588,0.0,73.68729445,724.0797918,3080.356087,108.3430393,-0.048957936
884.2910441,0.0,74.21573639,746.9968363,3080.238733,108.4856807,-0.106945054
891.6628418,0.0,74.87858073,719.0343684,3078.960557,108.6350399,-0.030207777
898.5233526,0.033333333,74.81266117,703.8815847,3072.900063,108.8003397,-4.239583651
912.3982895,0.0,75.31400344,704.688765,3086.54684,109.0311787,10.9475691
927.906397,0.0,75.46781209,716.893574,3110.386863,108.8498567,-0.137152592
965.753418,0.0,79.23758678,739.0818812,3117.78527,109.5171158,-0.037153228
973.6925392,0.0,80.01877491,564.8365273,3121.244928,109.8369209,0.038509594
978.6901362,0.0,80.24576594,591.6766378,3120.361426,110.2456842,-0.019759117
983.8528646,0.0,80.36881256,619.8021947,3122.277637,110.6300945,0.093402354
987.6653605,0.0,80.36222115,641.881074,3123.447923,110.993,0.007291826
989.1397202,0.0,80.44059118,660.0499827,3123.858252,111.3273867,-0.01597209
994.6450287,0.0,81.07962894,677.0442235,3125.277271,111.6215209,0.010069418
998.7156652,0.0,81.34476573,699.5710821,3124.470028,111.8795539,0.038888995
988.7674037,0.0,78.88602498,700.7911596,3122.554525,112.1092316,0.069097646
970.0871653,0.0,75.55277309,654.4141266,3124.540533,112.3157241,0.086110528
946.1448659,0.0,71.20035591,572.8347422,3127.229293,112.4064266,0.115625238
935.8094391,0.0,72.10599499,538.0060506,3128.96179,112.2494443,0.060416508
930.0707916,0.0,72.04227416,538.3735311,3128.958201,111.8807234,0.090624682
933.0989334,0.0,74.14798756,545.799203,3128.154134,111.474714,-0.024652672
941.6473241,0.0,75.82743079,560.1943436,3127.964512,111.1035884,0.05833389
951.0097402,0.0,77.1809468,583.8442525,3126.941854,110.8497259,-0.003472408
948.9794011,0.0,75.66373475,598.4210754,3125.32238,110.7765481,-0.071527592
951.3870163,0.0,76.03653762,597.4095179,3128.252386,110.7973349,-0.014236561
960.024735,0.0,77.97965266,612.6551971,3127.014154,110.8689007,-0.031944338
970.9112152,0.0,79.2313619,642.1453257,3126.719867,110.9561216,0.176736164
1012.511162,0.0,79.8564839,686.1792389,3129.661692,111.0805155,0.618055503
1029.146157,0.0,78.02323176,708.3820094,3121.977694,111.4509274,-0.617014154
983.9025065,0.0,77.33182615,691.4579519,3129.520693,111.721236,-0.000694577
980.3779332,0.0,77.34061508,665.836529,3128.199202,111.9360411,0.189931218
983.3216965,0.0,77.27872473,647.8699315,3127.472738,112.0712418,-0.017014233
975.4683558,0.0,75.75235869,618.9784948,3126.777456,112.1541564,-0.217708095
954.1818843,0.0,74.49881757,578.1155126,3126.376904,112.1145276,-0.094791587
948.6616887,0.0,74.4515777,546.0778997,3130.104272,111.9558708,0.032291349
949.4360972,0.0,75.73990676,553.3239436,3126.464067,111.7521489,0.016319259
939.914827,0.0,73.36319764,544.4449554,3126.890521,111.5647603,0.026736323
941.6919688,0.0,73.5100481,542.9255402,3134.129767,111.3519978,0.850694259
978.928393,0.0,72.74759687,556.141893,3121.153805,111.1999199,-0.392708413
967.9475947,0.0,73.9531634,548.9494904,3132.964864,111.2471984,-0.385069338
945.5144043,0.0,76.56644446,557.8450439,3127.559477,110.9867249,-0.044444736
944.8740234,0.0,75.51358859,566.9243413,3125.538867,110.88732,-0.012152354
947.1575521,0.0,76.01749477,561.4247259,3127.070341,110.8535159,-0.030208174
944.8541667,0.0,75.23160623,563.4375361,3123.863837,110.8977802,-0.017014074
950.8955907,0.0,76.25772972,553.8792913,3130.03665,110.9030839,0.123958333
963.1223969,0.0,78.92996858,578.751356,3126.341811,110.9354101,-0.106944259
909.0772354,0.0,70.82535578,576.6373922,3074.200529,111.3361172,-17.77743069
869.1700887,0.016666667,56.95621494,543.458167,3035.679156,112.0594132,-3.349305479
854.1037409,0.033333333,52.50016022,537.9854177,3023.567751,112.5216484,0.457291667
854.9129211,0.016666667,52.2233051,533.992809,3042.115481,112.6985299,9.159722273
898.816242,0.0,71.83976005,568.0287806,3104.833795,111.4077399,5.053472225
849.0551727,0.033333333,65.61051267,591.0593765,3045.612722,112.0026074,-5.374305471
917.0006237,0.0,75.18589706,589.0931945,3095.769597,111.0647043,5.61698484
860.5919545,0.05,65.78372984,593.2930684,3033.400936,111.7665597,-12.59649884
914.2598541,0.008333333,65.00077133,570.117982,3091.054136,111.6292369,20.59826414
1033.84728,0.0,85.79459426,677.2609909,3147.793982,109.6922032,10.38611058
1107.913007,0.0,86.59476579,690.0293793,3180.075934,112.9093229,-0.551041571
1115.662236,0.0,87.0583882,670.2832637,3184.226512,114.0934422,-0.197916222
1118.640659,0.0,86.8719862,665.9438721,3183.649107,114.9849435,1.666318321
1106.245064,0.0,82.90042928,602.7109217,3198.363491,115.7810705,-0.687846565
1104.105535,0.0,83.62992121,562.6902176,3199.112181,116.1212106,0.222917096
1097.577549,0.0,82.89237226,539.0176153,3200.076864,116.1362525,-0.05104235
1097.830724,0.0,83.22232844,542.2257202,3201.973985,116.0317596,0.124652561
1104.050874,0.0,84.25614134,554.1683289,3203.215804,115.9024398,-0.338888375
1107.098955,0.0,85.0900046,589.9900121,3196.991465,115.8467814,-0.04131964
1058.534167,0.0,71.84049288,543.4664068,3206.763816,115.906471,1.343751113
1061.185126,0.0,79.32218215,565.3842794,3211.76451,115.1063874,-0.13298645
1057.218695,0.0,77.99759661,571.0283819,3207.015196,114.2461778,0.014235942
1027.239955,0.0,71.87088776,533.951533,3206.911859,113.7096724,0.302430852
1005.601017,0.0,70.20316378,539.319016,3211.716996,112.8943385,-0.122570419
1027.949809,0.0,70.28482857,546.8231588,3211.669179,111.6855874,-0.725693893
1037.515825,0.0,66.22830973,548.0432246,3206.592702,111.1188408,0.43993082
1000.46802,0.0,75.31253859,565.9292872,3207.297673,109.9042819,0.59652764
1008.872438,0.0,74.19925741,590.0003387,3207.920119,109.3519674,-0.261805979
1058.375285,0.0,83.70169868,650.644517,3208.623991,109.2956357,-0.801041079
1069.922024,0.0,81.75931568,744.3667816,3197.146918,110.0237675,1.90590291
1063.974909,0.0,77.82328046,702.6284805,3217.318717,111.1891057,0.240624364
1065.647887,0.0,78.4861227,668.2973073,3219.182127,111.7902819,-0.238194275
1064.764305,0.0,78.9380263,629.2117828,3219.102195,112.0266692,-0.435416921
1064.223227,0.0,79.29068762,592.964831,3217.781283,112.1351787,-0.480902863
1058.027853,0.0,77.81595675,550.9354594,3216.868929,112.2480017,0.038541921
1064.0148,0.0,79.84256732,541.6538686,3217.904498,112.2422755,-0.237499237
1065.901118,0.0,79.80338326,545.6835999,3215.468223,112.3229169,-0.222570038
1065.523863,0.0,79.57230453,539.0981374,3215.682003,112.4940884,0.129166667
1067.132236,0.0,79.71183027,537.1926758,3215.88349,112.6342261,-0.129167048
1067.886769,0.0,79.88578103,535.7186925,3216.33481,112.7524359,-0.136805471
1072.965119,0.0,81.04593589,542.3537181,3214.81748,112.8543558,-0.094096613
1074.757267,0.0,80.84964727,542.1183614,3214.830054,113.0348858,-0.054861466
1075.690544,0.0,80.95987733,539.8186086,3214.994198,113.2269976,-0.085764058
1079.785935,0.0,81.57328078,542.6592428,3214.442828,113.3896968,-0.032638184
1083.17142,0.0,81.85013587,542.6448018,3214.365489,113.5758744,-0.089931488
1083.206315,0.0,81.39237245,539.2612279,3213.960976,113.7855806,0.347222662
1082.908374,0.0,81.000162,534.9734273,3216.403634,113.9637159,0.004166031
1122.805559,0.0,84.54947713,552.9771637,3235.525596,114.0829098,6.44965388
1149.880309,0.0,82.97769947,563.6625651,3258.400616,114.4407255,2.533679708
1149.249871,0.0,82.83817361,529.7772664,3265.116907,114.7295176,-0.233680344
1138.080481,0.0,80.38529205,528.3136093,3267.409601,114.7813685,0.11284701
1140.234919,0.0,80.29666964,534.7504644,3279.814366,114.1735809,-0.090277608
1153.970335,0.0,83.78219278,553.1765557,3275.81735,113.7821347,0.024483073
1150.505758,0.0,81.47843183,533.4065267,3276.6586,114.0321549,0.102947016
1140.941834,0.0,80.10851729,532.1626794,3278.476132,113.9871273,0.106199218
1136.074975,0.0,79.85245476,534.6369359,3279.72804,113.64942,-0.040226953
1134.545953,0.0,79.84842701,538.2269506,3279.615774,113.3464214,0.129862086
1133.091378,0.0,79.59793892,536.2244736,3281.533321,113.0952058,0.140624619
1132.168094,0.0,79.48331401,538.544868,3281.606228,112.9025656,0.110763931
1129.254142,0.0,78.98636672,534.8000326,3283.294554,112.6899611,0.130207952
1128.231474,0.0,79.15592181,537.712915,3282.903005,112.4867334,-0.081943639
1124.781321,0.0,78.55240752,535.7620488,3283.300116,112.3261627,-0.097570292
1122.805591,0.0,78.70621465,536.9201752,3282.831112,112.1306199,-0.034721756
1120.904388,0.0,78.12723611,537.735613,3283.038287,112.0008022,0.036458842
1119.420103,0.0,78.38578053,537.7810252,3282.846198,111.8092229,0.031596375
1115.786295,0.0,77.58451036,536.1377467,3283.395046,111.6710756,-0.086804835
1115.43875,0.0,77.82987283,537.7335592,3283.811383,111.4523001,0.07013855
1116.044384,0.0,77.75955938,540.9850062,3283.859113,111.3311583,0.046180089
1115.642236,0.0,78.01590697,540.4358693,3284.092149,111.2447206,0.007986323
1114.272232,0.0,77.72806581,539.3272898,3284.267399,111.1855598,-0.000347137
1115.195438,0.0,78.03348643,541.1893672,3283.909814,111.1289201,-0.078472646
1112.971569,0.0,77.79801203,537.7562485,3283.839333,111.1008282,-0.012151718
1117.131557,0.0,78.10929139,537.6695399,3285.81712,111.0337281,0.272915649
1119.39032,0.0,78.45352961,538.8648504,3285.029952,111.0660746,-0.071180344
1122.487904,0.0,79.01090291,536.4722143,3286.024491,111.1379735,0.003819656
1130.32625,0.0,80.22489198,540.8260513,3286.029679,111.2815735,-0.032291794
1134.292743,0.0,80.28897877,538.6439677,3286.060722,111.5731602,-0.205208333
1136.541615,0.0,80.44315414,532.5580704,3286.221462,111.8535609,-0.104861959
1134.362185,0.0,79.59427605,531.5299911,3286.276886,112.0625551,0.044791921
1127.372701,0.0,78.66483294,531.2265264,3285.403111,112.0882833,0.086458969
1117.057106,0.0,77.10074755,528.7657227,3286.442214,111.8304647,0.102082443
1111.41276,0.0,76.93082466,532.9275874,3286.08689,111.3829037,0.044445165
1106.815931,0.0,76.42948201,534.3561773,3286.166469,111.0105637,-0.020138804
1104.244469,0.0,76.44449603,536.9676666,3285.633565,110.6737682,0.08125
1101.692917,0.0,76.2060929,537.4280304,3285.788898,110.4097383,-0.007638677
1103.768011,0.0,76.90006313,541.3091217,3286.349481,110.1832287,0.038193766
1107.366877,0.0,77.4424209,546.4825129,3285.527633,110.1367083,-0.065624619
1109.958169,0.0,77.67166843,546.6394135,3285.796659,110.2303977,0.089930344
1106.969829,0.0,76.67703959,543.3012772,3285.386039,110.3461985,-0.094096883
1100.317797,0.0,76.07169406,535.6526072,3285.076442,110.2446524,-0.067708333
1094.340851,0.0,75.36234328,534.7938451,3284.391144,110.0405084,-0.022916921
1092.901298,0.0,75.56961854,536.2244619,3284.394098,109.7679983,-0.138541031
1096.84288,0.0,76.44266491,541.8561849,3284.200448,109.5965851,0.058333206
1101.424786,0.0,77.09745083,545.2603907,3284.046356,109.6075502,0.098611196
1028.36179,0.0,73.00577539,538.9763204,3225.364939,109.9276582,-22.97743123
923.5875631,0.0,59.35196756,532.5023132,3123.718874,110.983481,-19.46388861
900.5090286,0.0,55.94803683,533.7822657,3095.787144,111.7016067,-0.026388867
887.4879573,0.0,58.65470168,533.4044545,3080.561778,112.2159584,0.031597207
879.0637217,0.0,61.52359794,532.5890477,3070.567389,112.606539,-0.031597207
872.466305,0.0,62.36331895,530.7227809,3063.217424,112.914324,0.0
866.21639,0.0,61.19144519,529.1931046,3057.426984,113.1576507,0.0
861.41604,0.0,62.40653222,528.1381393,3052.664756,113.3644861,0.0
856.9333099,0.0,60.3671037,529.6781835,3048.628448,113.5403982,0.0
852.6045736,0.0,58.02225552,531.9676392,3045.126503,113.6871552,0.0
848.5438639,0.0,56.69290924,532.9606435,3042.036086,113.8130474,0.0
845.0937764,0.0,55.69095688,532.5209208,3039.268496,113.9248731,0.0
841.7727366,0.0,55.0636363,532.5106125,3036.758012,114.026104,0.0
838.8288778,0.0,55.18119144,532.2710988,3034.468575,114.116151,0.0
835.9894145,0.0,54.8047274,532.5457148,3032.361668,114.1948167,0.0
833.4924316,0.0,54.73807491,532.7253393,3030.420593,114.26518,0.0
831.5861816,0.0,54.34073617,532.7108744,3028.621002,114.3314489,0.0
829.2430827,0.0,54.08109414,532.9523875,3026.947219,114.3926926,0.0
826.5773265,0.0,53.89212914,532.9028514,3025.381441,114.4466913,0.0
824.2144165,0.0,53.7687178,532.7666239,3023.913245,114.4951478,0.0
822.4968058,0.0,53.77640622,532.7294627,3022.529201,114.5410816,0.0
821.6131032,0.0,54.09940646,532.5684092,3021.221932,114.5879317,0.0
819.6770223,0.0,54.10416708,532.3227203,3019.978896,114.6224658,0.0
817.5523941,0.0,54.76993602,532.1719996,3018.796269,114.662048,0.0
816.3063965,0.0,56.50357882,531.8994512,3017.659798,114.7017679,0.0
815.0853302,0.0,58.50920464,531.0037283,3016.577544,114.738189,0.0
814.1966146,0.0,60.64688889,530.1488942,3015.535966,114.7693535,0.0
812.9108887,0.0,61.68582967,529.3871175,3014.529277,114.8014592,0.0
811.2032064,0.0,62.38053446,528.899943,3013.56793,114.8300721,0.0
810.5975749,0.0,62.66654202,529.1063833,3012.642702,114.8559165,0.0
809.3515625,0.0,62.90677846,528.6170553,3011.756547,114.8804553,0.0
808.4683465,0.0,62.29307994,528.8618477,3010.903294,114.9042647,0.0
807.8027344,0.0,59.85807091,529.5770381,3010.076072,114.9290648,0.0
806.3433065,0.0,58.3060689,530.1034765,3009.282548,114.9546766,0.0
805.3653768,0.0,57.82743015,530.4668274,3008.508616,114.9768412,0.0
803.7870422,0.0,55.47513154,530.4957993,3007.760088,114.9965037,0.0
802.5705274,0.0,47.33786335,532.5754795,3007.032403,115.0194419,0.0
800.8925171,0.0,44.92545357,535.2707128,3006.323037,115.0396553,0.0
799.5770152,0.0,43.17093697,537.2401515,3005.633887,115.0607815,0.0
798.0629883,0.0,41.60538565,539.0857356,3004.9638,115.0769808,0.0
797.1644694,0.0,40.95828981,540.1964101,3004.312195,115.0965807,0.0
796.0673828,0.0,40.45475321,540.9127421,3003.683049,115.111272,0.0
795.1142578,0.0,40.29544703,541.2430801,3003.078489,115.1266453,0.0
794.4391276,0.0,40.07792006,541.6703725,3002.495738,115.1419651,0.0
793.8235677,0.0,39.80875559,542.3846771,3001.929307,115.1583061,0.0
791.87264,0.0,39.33707339,542.9916183,3001.381254,115.1747298,0.0
791.1379395,0.0,39.12723719,544.0589045,3000.848521,115.1888705,0.0
790.0160319,0.0,38.91300116,544.7690715,3000.327808,115.1980969,0.0
789.3955078,0.0,39.10709518,545.2356171,2999.810862,115.2167967,0.0
788.9785156,0.0,39.22538144,545.6609004,2999.303609,115.2289227,0.0
788.1097916,0.0,39.05582495,545.7785604,2998.801359,115.2415414,0.0
787.3254868,0.0,38.95658283,545.7496623,2998.303711,115.2540735,0.0
786.6106567,0.0,38.98221785,545.7228292,2997.816858,115.2671659,0.0
786.0844523,0.0,38.90750869,545.7537928,2997.339083,115.2763006,0.0
785.3348592,0.0,38.9357082,546.2616384,2996.880021,115.289399,0.0
784.4959106,0.0,38.36698252,546.7632823,2996.431962,115.3001482,0.0
783.8902374,0.0,37.71256224,547.4775492,2995.997467,115.3098926,0.0
783.4384257,0.0,37.19181077,547.7356171,2995.574377,115.3191839,0.0
782.9767456,0.0,36.71317158,547.8182078,2995.151267,115.3291389,0.0
781.90448,0.0,36.47953018,548.9267731,2994.736676,115.3397397,0.0
781.4130249,0.0,36.28653866,549.9300949,2994.32605,115.3515956,0.0
780.9811401,0.0,36.15323877,550.3409241,2993.921305,115.3617591,0.0
780.395373,0.0,35.29154259,550.7104273,2993.517645,115.3719653,0.0
779.4025818,0.0,34.3987209,551.1749237,2993.124506,115.3817169,0.0
778.9707031,0.0,33.87723281,551.9655685,2992.737087,115.389588,0.0
778.5139974,0.0,33.92044722,552.3495738,2992.357682,115.3984919,0.0
778.2508952,0.0,34.12735885,552.5931747,2991.991634,115.4090007,0.0
777.7594401,0.0,34.1617816,552.7087652,2991.632896,115.4171696,0.0
777.397054,0.0,34.24710967,553.0534831,2991.283065,115.4248921,0.0
776.726888,0.0,34.39249674,553.2310527,2990.943083,115.4337961,0.0
776.2056478,0.0,34.41520049,553.4189056,2990.6013,115.4420961,0.0
775.7340495,0.0,34.54007788,553.3838175,2990.265942,115.4508391,0.0
775.515625,0.0,35.27433167,552.8821716,2989.922089,115.4583687,0.0
775.2425944,0.0,35.78226617,551.6683233,2989.587323,115.4628858,0.0
774.949707,0.0,37.01822748,551.079924,2989.246981,115.4698458,0.0
774.7561035,0.0,38.09159149,550.4296763,2988.90484,115.4779883,0.0
774.4880371,0.0,38.82144982,549.8144821,2988.571802,115.4865999,0.0
774.4284668,0.0,39.5362929,549.5213236,2988.236479,115.4917795,0.0
773.5597331,0.0,38.77201131,549.3561732,2987.906177,115.4988263,0.0
773.2916667,0.0,38.46915693,550.4255554,2987.581466,115.5081168,0.0
