1_Field name,2_Reservoir unit,5_Resource uncertainty,8_Country,10_Region,11_Basin name,15_Latitude,16_Longitude,18_Hydrocarbon type (main),32_Current status year,33_Current reservoir status,34_Current production stage,38_Well count (total producer),52_Well spacing (average) (ac),70_Production rate (peak oil equivalent) (BOEPD),72_Onshore or offshore,73_Water_Depth (ft),75_Temperature (original) (deg. F),77_Pressure (original) (psi),82_Drive mechanism (main),111_Trapping mechanism (main),116_Depth to top reservoir (ft TVD),117_Reservoir top subsea depth (ft TVDSS),118_Structural flank dip (average) (deg.),135_Hydrocarbon column height (original total) (ft),149_Reservoir period,153_Depositional system (main),161_Reservoir architecture (main),163_Fluid flow restriction,170_Gross reservoir thickness (average) (ft),176_Net/gross ratio (average),179_Net pay (average) (m),182_Reservoir lithology (main),184_Grain_Size_Texture,189_Composition,199_Fracture reservoir type,200_Porosity type (main),204_Porosity (matrix average) (%),210_Permeability (air average) (mD),218_API gravity (average) (deg. API),225_Viscosity (oil average) (cp),236_Oil_impurities (average),243_Gas_impurities (average),252_GOR (initial average) (SCF/STB),255_Condensate yield (initial average) (BC/MMCFG),258_FVF (oil average) (RB/STB),263_Bubble point pressure (average) (psi),273_Formation water salinity (average) (mg/L),276_Water saturation (initial average) (%),293_Original in-place oil equivalent (MMBOE),304_Recovery factor (primary oil) (%),307_Recovery factor (ultimate oil) (%),308_Recovery factor (ultimate gas) (%),320_Secondary recovery methods,325_EOR methods,333_Improved recovery methods (other),334_Improved recovery methods (drilling),335_Improved recovery methods (stimulation),336_Improved recovery methods (water injection optimization),337_Improved recovery methods (artificial lift),338_Improved recovery methods (sand control),339_Improved recovery methods (other reservoir management),76_Pressure_Temp_depth (ft TVDSS)
LELIAKY,UNNAMED,1P ,UKRAINE,FORMER SOVIET UNION,DNIEPER-DONETS,50.5719,32.6775,OIL,1997.0,SECONDARY RECOVERY,MATURE,85.00,40.0,83120.0,ONSHORE,-1066.0,118.0,2741.0,AQUIFER DRIVE,1151:SALT-DIAPIR ANTICLINE,6528.87,5462.6,2.0,183.73,PERMIAN/CARBONIFEROUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,SHALENONE,173.88,,18.0,CARBONATES,WACKESTONE/PACKSTONE,ALGAE/PELOID,TYPE IV,VUGGY/CAVERNOUS,24.0,300.0,44.0,3.0,0.0,0.0,490.0,,1.35,508.0,,28.5,,,,,CONTINUOUS WATER INJECTION,,DRILLING/ARTIFICIAL LIFT,HORIZONTAL WELL,,,ESP,,,5577.43
LIMA-INDIANA TREND,TRENTON-BLACK RIVER,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,INDIANA-OHIO PLATFORM,40.8168,-84.0383,OIL,1935.0,PRIMARY RECOVERY,MATURE,100000.00,15.0,68500.0,ONSHORE,-750.0,72.0,400.0,AQUIFER DRIVE,132:STRUCTURAL NOSE,1160.0,450.0,0.5,,ORDOVICIAN,11:LOW-ENERGY CARBONATE MUD,JIGSAW-PUZZLE/LABYRINTH/LAYER-CAKE,STRUCTURAL SADDLE/SHALE/TIGHT CARBONATELATERAL DIAGENETIC CHANGE/SEALING FAULT,180.0,0.1,,CARBONATES,MUDSTONE/WACKESTONE/PACKSTONE/GRAINSTONE,BRYOZOAN/CRINOID,,INTERCRYSTALLINE/MOLDIC/VUGGY,5.0,200.0,38.0,,0.0,0.0,,,,,,,,12.9,12.9,,,,STIMULATION,,,,,,,340.0
LINGUADO,LAGOA FEIA (COQUEIROS),1P ,BRAZIL,LATIN AMERICA,CAMPOS,-22.7847,-40.8008,OIL,2005.0,PRIMARY RECOVERY,DECLINE,25.00,0.0,35288.0,OFFSHORE,340.0,186.0,4394.0,AQUIFER DRIVE,2111:LATERAL FACIES CHANGE,9040.0,9380.0,4.0,870.0,CRETACEOUS,15:LACUSTRINE CARBONATE,JIGSAW-PUZZLE,SHALELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,,0.29,67.97,CARBONATES,RUDSTONE,PELECYPOD,,MOLDIC,15.0,120.0,30.0,,0.0,0.0,920.0,,,3627.0,,18.0,550.0,27.0,27.0,,,,ARTIFICIAL LIFT,,,,GAS LIFT,,,9350.0
LINGUADO,MACAE (QUISSAMA),1P ,BRAZIL,LATIN AMERICA,CAMPOS,-22.7847,-40.8008,OIL,1990.0,PRIMARY RECOVERY,DECLINE,,0.0,9882.0,OFFSHORE,340.0,169.7030412932521,3148.6099192964225,AQUIFER DRIVE,1151:SALT-DIAPIR ANTICLINE,5320.0,5660.0,,410.0,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE,,,,CARBONATES,PACKSTONE/GRAINSTONE,ONCOLITE,,INTERPARTICLE,20.0,250.0,20.0,,0.0,0.0,168.0,,,,,18.0,168.0,18.0,18.0,,,,ARTIFICIAL LIFT,,,,,,,
LISBON,LEADVILLE (REDWALL),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PARADOX,38.1983,-109.2767,OIL,2012.0,SECONDARY RECOVERY,MATURE,33.00,160.0,11067.0,ONSHORE,-6589.0,144.0,2788.0,GAS DRIVE,1211:TILTED FAULT-BLOCK,7290.0,700.0,10.0,1870.0,CARBONIFEROUS,11:LOW-ENERGY CARBONATE MUD,JIGSAW-PUZZLE, NON-FRACTURED ZONE,410.0,0.55,68.58,CARBONATES,MUDSTONE/WACKESTONE/PACKSTONE,BRYOZOAN/CRINOID,TYPE IV,INTERCRYSTALLINE,5.5,22.0,129.0,,0.0,16.2,1200.0,31.0,,,85000.0,39.0,91.2,29.7,55.8,,GAS RECYCLING,,STIMULATION/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,RE-COMPLETION,
LISBURNE,WAHOO (LISBURNE),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,NORTH SLOPE,70.2425,-148.3955,OIL,2010.0,SECONDARY RECOVERY,MATURE,85.00,160.0,44381.0,ONSHORE,0.0,183.0,4490.0,GAS DRIVE,2211:REGIONAL SUBCROP,8400.0,8400.0,1.5,900.0,CARBONIFEROUS,12:HIGH-ENERGY CARBONATE SAND,JIGSAW-PUZZLE,TIGHT CARBONATELATERAL DIAGENETIC CHANGE/NON-FRACTURED ZONE,700.0,0.18,37.19,CARBONATES,PACKSTONE/GRAINSTONE,OOLITE/PELOID,TYPE III,MICROPOROSITY,10.0,1.05,27.0,0.9,0.0,0.0,830.0,,1.39,4300.0,11000.0,30.0,2300.0,,9.4,,CONTINUOUS WATER INJECTION/GAS RECYCLING,,DRILLING/STIMULATION/ARTIFICIAL LIFT/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE)/ACID FRACTURING,,GAS LIFT,SLOTTED LINER,COILED TUBING TREATMENT,
LITTLE KNIFE,MISSION CANYON,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,WILLISTON,47.2895,-103.0985,OIL,2012.0,SECONDARY RECOVERY,DECLINE,151.00,160.0,15789.0,ONSHORE,-2508.0,220.0,4750.0,GAS DRIVE,112:TRANSPRESSIONAL ANTICLINE,9676.0,7168.0,0.7,132.0,CARBONIFEROUS,11:LOW-ENERGY CARBONATE MUD,JIGSAW-PUZZLE,TIGHT CARBONATE,465.0,0.05,,CARBONATES,MUDSTONE,BRACHIOPOD/CALCISPHERE/CORAL/CRINOID/ONCOLITE/OOLITE/PELOID/PISOLITE,TYPE II,INTERCRYSTALLINE,14.0,30.0,41.0,0.2,0.0,0.0,1058.0,,1.77,2932.0,290000.0,40.0,,,38.4,,,MISCIBLE,STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION/ACID FRACTURING,,ROD PUMP/GAS LIFT,,ADDITIONAL PERFORATION/RE-PERFORATION,7200.0
LITTLE SAND DRAW,PHOSPHORIA (ERVAY),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,BIG HORN,43.8,-108.3,OIL,2006.0,PRIMARY RECOVERY,MATURE,30.00,20.0,3800.0,ONSHORE,-4780.0,142.0,2375.0,AQUIFER DRIVE,1112:FORELAND ANTICLINE,5830.0,1050.0,20.0,500.0,PERMIAN,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,TIGHT CARBONATENON-FRACTURED ZONE,100.0,0.65,19.81,CARBONATES,PACKSTONE/GRAINSTONE,BRACHIOPOD/CRINOID,TYPE II,INTERCRYSTALLINE,15.0,2.6,36.0,1.6,0.0,0.0,93.0,,1.08,290.0,2000.0,10.0,,,,,,,DRILLING/STIMULATION,INFILL WELL,ACIDIZATION,,,,,1225.0
LIUBEI,WUMISHAN,1P ,CHINA,ASIA-PACIFIC,BOHAI,38.2892,116.0,OIL,2002.0,SECONDARY RECOVERY,MATURE,72.00,40.0,16700.0,ONSHORE,-33.0,253.0,4772.0,AQUIFER DRIVE,2212:PALEOSTRUCTURAL SUBCROP,10533.0,10500.0,18.0,820.0,PROTEROZOIC,11:LOW-ENERGY CARBONATE MUD,TANK LIKE, NON-FRACTURED ZONE/NON-KARSTIC ZONE,781.0,0.88,116.13,CARBONATES,MUDSTONE,,TYPE II,FRACTURE,3.2,5.45,37.0,2.9,20.3,0.0,28.0,,,184.0,5350.0,,235.0,,19.4,,CONTINUOUS WATER INJECTION,,STIMULATION,,ACIDIZATION,,,,,10909.0
LIUHUA 11-1,ZHUJIANG,1P ,CHINA,ASIA-PACIFIC,PEARL RIVER MOUTH,20.8219,115.6985,OIL,2005.0,PRIMARY RECOVERY,PRIMARY REJUVENATING,42.00,70.0,44567.0,OFFSHORE,1020.0,126.0,1819.0,AQUIFER DRIVE,2121:ORGANIC BUILDUP,2825.0,3845.0,6.0,247.0,NEOGENE,13:ORGANIC BUILDUP,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE,1562.0,,39.93,CARBONATES,PACKSTONE/GRAINSTONE/BOUNDSTONE,ALGAE/CORAL/FORAMINIFERA,,MOLDIC/VUGGY,21.3,650.0,20.0,65.0,4.0,0.0,45.0,,1.04,600.0,36873.0,46.0,1045.0,15.6,15.6,,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL/MULTI-LATERAL WELL/EXTENDED REACH WELL,ACIDIZATION,,ESP,,SIDETRACKING/STEP-OUT DEVELOPMENT DRILLING,3954.0
LOMA LA LATA,QUINTUCO,1P ,ARGENTINA,LATIN AMERICA,NEUQUEN,-38.3791,-68.7854,OIL,2006.0,PRIMARY RECOVERY,MATURE,,0.0,,ONSHORE,-1640.0,201.0,5490.0,GAS DRIVE,2211:REGIONAL SUBCROP,7710.0,6070.0,2.0,,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LABYRINTH, LATERAL FACIES CHANGE/SEALING FAULT,2130.0,,,CARBONATES,PACKSTONE/GRAINSTONE,OOLITE,,INTRAPARTICLE,5.0,0.1,43.0,0.94,0.0,0.0,,,,2780.0,170000.0,,,,,,,,STIMULATION,,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,,5905.0
MABEE,SAN ANDRES,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PERMIAN,32.226,-102.23,OIL,2011.0,SECONDARY RECOVERY,DECLINE,613.00,20.0,11060.0,ONSHORE,-3000.0,106.0,1995.0,GAS DRIVE,2111:LATERAL FACIES CHANGE,4680.0,1680.0,0.5,200.0,PERMIAN,12:HIGH-ENERGY CARBONATE SAND,JIGSAW-PUZZLE,TIGHT CARBONATELATERAL FACIES CHANGE,400.0,,15.24,CARBONATES,GRAINSTONE,OOLITE/PELOID,,INTERPARTICLE/MICROPOROSITY,10.5,8.0,32.0,3.27,0.0,5.5,117.0,,1.08,347.0,48000.0,29.0,432.0,,30.3,,CONTINUOUS WATER INJECTION/GAS RECYCLING,MISCIBLE,DRILLING/STIMULATION/ARTIFICIAL LIFT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION,,ROD PUMP,,,1710.0
MACHAR,CHALK GROUP,1P ,UNITED KINGDOM,EUROPE,NORTH SEA CENTRAL,57.0833,2.0833,OIL,2007.0,SECONDARY RECOVERY,DECLINE,7.00,240.0,36192.0,OFFSHORE,278.87,190.0,3190.0,GAS DRIVE,1151:SALT-DIAPIR ANTICLINE,3812.34,4091.21,52.0,4495.0,CRETACEOUS,14:FORESLOPE-BASIN,LAYER-CAKE, NON-FRACTURED ZONE,574.0,0.8,,CARBONATES,,COCCOLITH,TYPE III,MICROPOROSITY,22.0,0.2,41.0,0.4,0.0,0.0,877.0,,1.45,3160.0,17500.0,,439.0,,31.0,,CONTINUOUS WATER INJECTION,,STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,EXTENDED REACH WELL,ACIDIZATION,,GAS LIFT,,SELECTIVE PERFORATION/SHUT-IN WELL REOPEN/WATER CONING CONTROL,4182.5
MAJNOON,MISHRIF,1P ,IRAQ,MIDDLE EAST,MESOPOTAMIAN,31.083,47.656,OIL,2009.0,DEVELOPING,DEVELOPING,,0.0,,ONSHORE,-33.0,200.7155363498232,4602.257942714676,,1151:SALT-DIAPIR ANTICLINE,7840.0,7808.0,5.0,,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE,796.0,0.8,,CARBONATES,PACKSTONE/GRAINSTONE,FORAMINIFERA/RUDIST/PELOID,,INTERPARTICLE,14.0,70.0,20.0,,0.0,0.0,80.0,,,,,22.0,20400.0,,32.0,,,,,,,,,,,
MAJNOON,YAMAMA,1P ,IRAQ,MIDDLE EAST,MESOPOTAMIAN,31.083,47.656,OIL,2009.0,DEVELOPING,DEVELOPING,,0.0,,ONSHORE,-33.0,104.2322183960465,79.7974254134433,,1151:SALT-DIAPIR ANTICLINE,,,5.0,,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,,TIGHT CARBONATELATERAL FACIES CHANGE,1110.0,,,CARBONATES,PACKSTONE/GRAINSTONE,OOLITE/PELOID,,INTERPARTICLE,16.5,40.0,34.0,,0.0,0.0,420.0,,,,,,8700.0,,32.0,,,,,,,,,,,
MALOICH,M11,1P ,RUSSIAN FEDERATION,FORMER SOVIET UNION,SIBERIAN WESTERN,56.8172,78.4836,OIL,1991.0,SECONDARY RECOVERY,DECLINE,,0.0,5000.0,ONSHORE,-427.0,216.0,4177.0,AQUIFER DRIVE,2221:BURIED-HILL,9120.73,8694.23,3.0,360.89,DEVONIAN,13:ORGANIC BUILDUP,JIGSAW-PUZZLE, LATERAL FACIES CHANGE/NON-FRACTURED ZONE,,,20.0,CARBONATES,,,TYPE II,VUGGY/CAVERNOUS,10.0,0.8,37.0,5.7,4.4,0.0,373.0,,,,,,,,,,CONTINUOUS WATER INJECTION,,,,,,,,,8923.88
MANSURI,ASMARI,1P ,IRAN,MIDDLE EAST,ZAGROS,30.8833,48.8333,OIL,2007.0,DEVELOPING,DEVELOPING,,0.0,100000.0,ONSHORE,-40.0,180.0,3490.0,AQUIFER DRIVE,1112:FORELAND ANTICLINE,7094.0,7054.0,5.0,387.0,NEOGENE/PALEOGENE,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE, NON-FRACTURED ZONE,427.0,0.53,61.88,CARBONATES,MEDIUM-GRAINED SAND/COARSE-GRAINED SANDWACKESTONE/PACKSTONE,ALGAE/FORAMINIFERA,TYPE IV,INTERCRYSTALLINE,24.0,,30.0,1.18,0.0,0.0,450.0,,1.53,2155.0,,,3300.0,,39.4,,,,STIMULATION/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION,,,EXPANDABLE SAND SCREEN,RE-COMPLETION,7447.0
MANSURI,ILAM,1P ,IRAN,MIDDLE EAST,ZAGROS,30.8833,48.8333,OIL,2007.0,DEVELOPING,DEVELOPING,,0.0,,ONSHORE,-40.0,225.0,5660.0,GAS DRIVE,1112:FORELAND ANTICLINE,10211.0,10170.0,8.0,1270.0,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,TIGHT CARBONATENONE,328.0,0.65,64.92,CARBONATES,WACKESTONE/PACKSTONE,,TYPE III,MICROPOROSITY,13.0,0.8,22.0,,0.0,0.0,340.0,,1.25,1325.0,,37.0,9034.0,,8.0,,,,STIMULATION,,ACIDIZATION,,,,,10459.0
MANSURI,SARVAK 1,1P ,IRAN,MIDDLE EAST,ZAGROS,30.8833,48.8333,OIL,2007.0,DEVELOPING,DEVELOPING,,0.0,,ONSHORE,-40.0,235.0,5750.0,GAS DRIVE,1112:FORELAND ANTICLINE,10703.0,10633.0,8.0,1237.0,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,TIGHT CARBONATENONE,820.0,0.75,185.0,CARBONATES,WACKESTONE/PACKSTONE,,TYPE III,MICROPOROSITY,9.0,0.2,25.0,,0.0,0.0,340.0,,1.25,,,28.0,5582.0,,8.0,,,,STIMULATION,,ACIDIZATION,,,,,11361.0
MANSURI,SARVAK 2,1P ,IRAN,MIDDLE EAST,ZAGROS,30.8833,48.8333,OIL,2007.0,DEVELOPING,DEVELOPING,,0.0,,ONSHORE,-40.0,244.0,6220.0,GAS DRIVE,1112:FORELAND ANTICLINE,11851.0,11811.0,8.0,886.0,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,TIGHT CARBONATENONE,632.0,0.58,110.03,CARBONATES,WACKESTONE/PACKSTONE,,TYPE III,MICROPOROSITY,9.0,,25.5,,0.0,0.0,340.0,,1.25,,,28.0,3201.0,,8.0,,,,STIMULATION,,ACIDIZATION,,,,,12361.0
MARA,LA LUNA-COGOLLO,1P ,VENEZUELA,LATIN AMERICA,MARACAIBO,10.8861,-71.8913,OIL,2006.0,PRIMARY RECOVERY,MATURE,,0.0,79000.0,ONSHORE,-45.0,166.62640487890974,4345.0,GAS DRIVE,125:WRENCH-FAULT FLOWER STRUCTURE,5070.0,5030.0,15.0,6000.0,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,TANK LIKE,BLOCK-BOUNDING FAULTNON-FRACTURED ZONE,1750.0,,,CARBONATES,GRAINSTONE,ONCOLITE/OOLITE,TYPE II,INTERPARTICLE/MOLDIC,2.0,0.1,29.0,,2.9,0.0,690.0,,,,97500.0,,,,,,,,STIMULATION/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION,,,,COILED TUBING TREATMENT,
MARKOVO,OSA,1P ,RUSSIAN FEDERATION,FORMER SOVIET UNION,SIBERIAN EASTERN,57.4375,107.3058,OIL,2010.0,DEVELOPING,DEVELOPING,,0.0,600.0,ONSHORE,-2000.0,92.0,3983.0,AQUIFER DRIVE,1142:BASEMENT-DRAPE ANTICLINE,7964.0,5964.0,1.0,,CAMBRIAN,11:LOW-ENERGY CARBONATE MUD,JIGSAW-PUZZLE,TIGHT CARBONATENON-FRACTURED ZONE/NON-KARSTIC ZONE,221.0,,,CARBONATES,MUDSTONE/WACKESTONE,,TYPE II,VUGGY,4.0,,42.0,,1.12,2.3,1580.0,,1.9,3156.0,,44.0,,,,,,,STIMULATION,,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,,7070.0
MASJID-I-SULEIMAN,ASMARI,1P ,IRAN,MIDDLE EAST,ZAGROS,32.0,49.3,OIL,2004.0,PRIMARY RECOVERY,MATURE,121.00,0.0,118000.0,ONSHORE,-1300.0,102.0,850.0,GAS DRIVE,1111:THRUST ANTICLINE,2000.0,640.0,,984.0,NEOGENE/PALEOGENE,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,EVAPORITENON-FRACTURED ZONE,1075.0,0.64,209.7,CARBONATES,WACKESTONE/PACKSTONE,ALGAE/FORAMINIFERA,TYPE II,FRACTURE,13.0,0.25,38.0,3.5,0.0,3.0,231.0,,,740.0,282000.0,30.0,5300.0,,26.0,,,,DRILLING/ARTIFICIAL LIFT,HORIZONTAL WELL,,,ESP/GAS LIFT,,,
MATZEN,HAUPTDOLOMITE-BOCKFLIESS BEDS,1P ,AUSTRIA,EUROPE,VIENNA,48.3942,16.7161,OIL,2001.0,SECONDARY RECOVERY,MATURE,,0.0,14000.0,ONSHORE,-610.0,217.0,4300.0,AQUIFER DRIVE,1162:BURIED-PALEORELIEF COMPACTION ANTICLINE,8960.0,8350.0,,788.0,NEOGENE/CRETACEOUS/TRIASSIC,11:LOW-ENERGY CARBONATE MUD,TANK LIKE,BLOCK-BOUNDING FAULTNON-FRACTURED ZONE,623.0,,,CARBONATES,CONGLOMERATEMUDSTONE,,TYPE II,VUGGY,4.0,5.0,30.0,1.3,0.0,0.0,382.0,,,,101000.0,,139.0,,46.0,,CONTINUOUS WATER INJECTION/GAS INJECTION,,,,,,,,,9514.0
MAYDAN MAHZAM,ARAB C,1P ,QATAR,MIDDLE EAST,RUB AL KHALI,25.6,52.55,OIL,2009.0,SECONDARY RECOVERY,MATURE,,0.0,167283.0,OFFSHORE,115.0,206.0,3630.0,AQUIFER DRIVE,1151:SALT-DIAPIR ANTICLINE,6661.0,6776.0,7.0,914.0,JURASSIC,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,EVAPORITESEALING FAULT,80.0,0.69,16.76,CARBONATES,PACKSTONE/GRAINSTONE,,,MOLDIC/VUGGY,25.0,600.0,38.0,0.43,0.0,0.0,657.0,,1.41,1772.0,245000.0,,2300.0,,55.0,,DUMP FLOOD,,STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION/ACID FRACTURING,,GAS LIFT,,ACID WASH/FLOWING RATE CONTROL,7200.0
MAYDAN MAHZAM,ARAB D,1P ,QATAR,MIDDLE EAST,RUB AL KHALI,25.6,52.55,OIL,2009.0,SECONDARY RECOVERY,MATURE,,0.0,167283.0,OFFSHORE,115.0,206.0,3623.0,AQUIFER DRIVE,1151:SALT-DIAPIR ANTICLINE,6755.0,6870.0,7.0,685.0,JURASSIC,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TAR MATSEALING FAULT,280.0,0.79,67.06,CARBONATES,PACKSTONE/GRAINSTONE,ALGAE/FORAMINIFERA,,MOLDIC/VUGGY,20.0,500.0,38.0,0.4,0.0,1.5,541.0,,1.35,1583.0,255000.0,,2300.0,,55.0,,DUMP FLOOD,,STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION/ACID FRACTURING,,GAS LIFT,,ACID WASH/FLOWING RATE CONTROL,7200.0
MCELROY,GRAYBURG,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PERMIAN,31.4289,-102.31,OIL,2011.0,SECONDARY RECOVERY,SECONDARY DECLINE,,5.0,37601.0,ONSHORE,-2850.0,86.0,1300.0,GAS DRIVE,2111:LATERAL FACIES CHANGE,2950.0,100.0,5.0,1600.0,PERMIAN,11:LOW-ENERGY CARBONATE MUD,JIGSAW-PUZZLE,TIGHT CARBONATELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE/NON-FRACTURED ZONE,,,30.48,CARBONATES,WACKESTONE/PACKSTONE,FUSULINID/MOLLUSCS/OOLITE/PELOID,,INTERCRYSTALLINE,10.0,5.0,32.0,2.1,0.0,6.5,300.0,,1.15,790.0,70000.0,26.0,,6.0,22.5,,CONTINUOUS WATER INJECTION/GAS RECYCLING,THERMAL/MISCIBLE,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),MODIFICATION IN INJECTION PATTERN,ROD PUMP/ESP,,PROFILE MODIFICATION/STEP-OUT DEVELOPMENT DRILLING,
MEANS,SAN ANDRES,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PERMIAN,32.5066,-102.5313,OIL,2011.0,ENHANCED OIL RECOVERY,SECONDARY DECLINE,720.00,10.0,20749.0,ONSHORE,-3150.0,100.0,1850.0,GAS DRIVE,1161:FAULT-BLOCK COMPACTION ANTICLINE,4250.0,1100.0,1.5,600.0,PERMIAN,12:HIGH-ENERGY CARBONATE SAND,JIGSAW-PUZZLE/LAYER-CAKE,STRUCTURAL SADDLE/TIGHT CARBONATELATERAL DIAGENETIC CHANGE,230.0,0.65,45.72,CARBONATES,GRAINSTONE,OOLITE,,INTERPARTICLE,10.0,20.0,29.0,6.0,0.0,0.0,230.0,,1.04,310.0,24000.0,29.0,449.0,,67.7,,CONTINUOUS WATER INJECTION,MISCIBLE,DRILLING/STIMULATION/WATER INJECTION OPTIMIZATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,INFILL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),MODIFICATION IN INJECTION PATTERN,ROD PUMP/ESP/HYDRAULIC JET PUMP,,RE-COMPLETION,1250.0
MEDICINE POLE HILLS,RED RIVER,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,WILLISTON,46.0882,-103.6623,OIL,2012.0,ENHANCED OIL RECOVERY,SECONDARY REJUVENATING,72.00,195.0,5180.0,ONSHORE,-3150.0,230.0,4120.0,AQUIFER DRIVE,1142:BASEMENT-DRAPE ANTICLINE,9399.0,,1.0,,ORDOVICIAN,11:LOW-ENERGY CARBONATE MUD,LABYRINTH,BLOCK-BOUNDING FAULT/TIGHT CARBONATELATERAL FACIES CHANGE,200.0,,,CARBONATES,MUDSTONE/WACKESTONE,BRACHIOPOD/BRYOZOAN/CRINOID/TRILOBITE,,INTERCRYSTALLINE,15.5,6.9,37.5,0.48,0.0,0.0,525.0,,1.4,2231.0,56000.0,42.0,,15.0,46.2,,,THERMAL,DRILLING/STIMULATION/ARTIFICIAL LIFT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION/ACID FRACTURING,,ROD PUMP,,,6150.0
MEDICINE RIVER,PEKISKO (PEKISKO I POOL),1P ,CANADA,NORTH AMERICA,WESTERN CANADA,51.8,-114.1,OIL,2006.0,SECONDARY RECOVERY,DECLINE,85.00,80.0,1273.0,ONSHORE,-3060.0,160.0,2330.0,GAS DRIVE,2222:TRUNCATION-EDGE,6900.0,3840.0,0.25,,CARBONIFEROUS,12:HIGH-ENERGY CARBONATE SAND,LABYRINTH,TIGHT CARBONATELATERAL DIAGENETIC CHANGE,165.0,,10.67,CARBONATES,GRAINSTONE,BRYOZOAN/CRINOID,TYPE II,INTERCRYSTALLINE,13.0,44.0,25.0,,0.0,0.0,438.0,,1.25,,,22.0,46.0,10.0,30.0,60.0,CONTINUOUS WATER INJECTION,,DRILLING,INFILL WELL/HORIZONTAL WELL,,,,,,4127.0
MESCALERO ESCARPE,BONE SPRING,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PERMIAN,32.7599,-103.613,OIL,2011.0,PRIMARY RECOVERY,MATURE,,40.0,3383.0,ONSHORE,-4100.0,171.1182940438496,3214.947031476224,GAS DRIVE,2112:LATERAL DEPOSITIONAL PINCH-OUT,5435.0,1335.0,3.0,90.0,PERMIAN,14:FORESLOPE-BASIN,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE/RESERVOIR BODY BOUNDARY,240.0,,9.14,CARBONATES,PACKSTONE/BRECCIA,BRECCIA/INTRACLAST/PELOID,,INTERCRYSTALLINE/VUGGY/BRECCIA,5.8,15.0,39.0,0.88,0.0,0.0,,,1.45,,,35.0,,,,,,,STIMULATION,,ACIDIZATION,,,,,
