,Feature,Value
78,11_Basin name_NORTH SLOPE,0.010270173661421961
16,10_Region_MIDDLE EAST,0.009574030335873557
20,11_Basin name_AMADEUS,0.009523799921553982
30,11_Basin name_CAMPOS,0.0078639788437795
152,161_Reservoir architecture (main)_LAYER-CAKE/TANK LIKE,0.007522793658912933
86,11_Basin name_PICEANCE,0.0074832575819867115
64,11_Basin name_MARANON,0.006398695236171853
29,11_Basin name_CAMBAY,0.005615635397603177
117,82_Drive mechanism (main)_COMPACTION,0.005517753392459379
48,11_Basin name_GREATER GREEN RIVER,0.005052304359390631
146,153_Depositional system (main)_26GLACIOGENIC,0.004419312200640507
138,149_Reservoir period_PERMIAN/CARBONIFEROUS,0.0043994605685954875
100,11_Basin name_SUMATRA SOUTH,0.003949302760097381
95,11_Basin name_SIRT,0.0037856650629906215
33,11_Basin name_CASPIAN SOUTH,0.0035417612800986414
70,11_Basin name_MUGLAD,0.003426801446847745
46,11_Basin name_GINDI,0.003025420892783022
65,11_Basin name_MEKONG (CUU LONG),0.0024704413279769788
119,82_Drive mechanism (main)_GRAVITY DRAINAGE,0.0021458513135997033
51,11_Basin name_GULF OF SUEZ,0.002070125397467161
120,149_Reservoir period_CAMBRIAN,0.0017580602362876664
44,11_Basin name_FAEROE-SHETLAND,0.0014986155368983966
40,11_Basin name_DOUGLAS CREEK ARCH,0.0013911589681928497
91,11_Basin name_SABAH,0.0010943024533075743
56,11_Basin name_JIUQUAN,0.0008805484806763547
140,149_Reservoir period_TRIASSIC/CARBONIFEROUS,0.0006469339689621498
136,149_Reservoir period_PALEOGENE/CRETACEOUS,0.0005989059590496675
127,149_Reservoir period_CRETACEOUS/TRIASSIC/PALEOZOIC,0.0005162215627347354
80,11_Basin name_OUED MYA-GHADAMES,0.000499479017849171
79,11_Basin name_ORIENTE,0.000495418121515714
85,11_Basin name_PHITSANULOK,0.0004863440096375753
148,161_Reservoir architecture (main)_JIGSAW-PUZZLE/LABYRINTH,0.0004744600890651734
69,11_Basin name_MIDDLE MAGDALENA,0.000276612718874689
45,11_Basin name_GABON NORTH,0.0002147979583286262
32,11_Basin name_CASPIAN MIDDLE,0.0001841317506886069
92,11_Basin name_SAN JOAQUIN,8.8687413470274e-05
133,149_Reservoir period_NEOGENE/PALEOGENE/CRETACEOUS,6.428285661256382e-05
99,11_Basin name_SUMATRA NORTH,6.409347639505967e-05
93,11_Basin name_SARAWAK,5.3608199305495365e-05
97,11_Basin name_SOUTH OMAN SALT,4.738379835848041e-05
18,11_Basin name_ABU GHARADIG,4.653355958514875e-05
126,149_Reservoir period_CRETACEOUS/PALEOZOIC,3.0445312604543946e-05
122,149_Reservoir period_CARBONIFEROUS/DEVONIAN,0.0
139,149_Reservoir period_TRIASSIC,0.0
22,11_Basin name_ASRI,0.0
21,11_Basin name_AQUITAINE,0.0
25,11_Basin name_BERKINE (GHADAMES),0.0
31,11_Basin name_CARNARVON,0.0
49,11_Basin name_GULF OF MEXICO NORTHERN OFFSHORE,0.0
24,11_Basin name_BALTIC,0.0
26,11_Basin name_BIG HORN,0.0
132,149_Reservoir period_NEOGENE/PALEOGENE,0.0
28,11_Basin name_BROAD FOURTEENS,0.0
19,11_Basin name_ALBERT,0.0
125,149_Reservoir period_CRETACEOUS/JURASSIC/TRIASSIC/PALEOZOIC,0.0
53,11_Basin name_IVORY COAST,0.0
34,11_Basin name_CENTRAL OMAN UPLIFT,0.0
71,11_Basin name_NANXIANG,0.0
82,11_Basin name_PARIS,0.0
81,11_Basin name_PANNONIAN,0.0
42,11_Basin name_EROMANGA,0.0
75,11_Basin name_NORTH JIANGSU,0.0
74,11_Basin name_NIGER DELTA,0.0
43,11_Basin name_ESPIRITO SANTO,0.0
66,11_Basin name_MELUT,0.0
35,11_Basin name_CHACO,0.0
52,11_Basin name_IRISH SEA EAST,0.0
61,11_Basin name_LOWER CONGO,0.0
60,11_Basin name_LOS ANGELES,0.0
59,11_Basin name_LLANOS,0.0
58,11_Basin name_KUTAI,0.0
57,11_Basin name_JUNGGAR,0.0
39,11_Basin name_DENVER,0.0
88,11_Basin name_PUTUMAYO,0.0
89,11_Basin name_RAZZAK-ALAMEIN,0.0
90,11_Basin name_RECONCAVO,0.0
38,11_Basin name_CUYO,0.0
98,11_Basin name_SUMATRA CENTRAL,0.0
101,11_Basin name_SUNDA,0.0
102,11_Basin name_TALARA,0.0
104,11_Basin name_THE GULF,0.0
105,11_Basin name_TIMAN-PECHORA,0.0
106,11_Basin name_TURPAN,0.0
107,11_Basin name_USTYURT NORTH,0.0
108,11_Basin name_VIENNA,0.0
37,11_Basin name_COOPER,0.0
110,11_Basin name_WESSEX,0.0
36,11_Basin name_CHEROKEE,0.0
112,11_Basin name_ZAGROS,0.0
103,11_Basin name_TARAKAN,0.0
