1_Field name,2_Reservoir unit,5_Resource uncertainty,8_Country,10_Region,11_Basin name,15_Latitude,16_Longitude,18_Hydrocarbon type (main),32_Current status year,33_Current reservoir status,34_Current production stage,38_Well count (total producer),52_Well spacing (average) (ac),70_Production rate (peak oil equivalent) (BOEPD),72_Onshore or offshore,73_Water_Depth (ft),75_Temperature (original) (deg. F),77_Pressure (original) (psi),82_Drive mechanism (main),111_Trapping mechanism (main),116_Depth to top reservoir (ft TVD),117_Reservoir top subsea depth (ft TVDSS),118_Structural flank dip (average) (deg.),135_Hydrocarbon column height (original total) (ft),149_Reservoir period,153_Depositional system (main),161_Reservoir architecture (main),163_Fluid flow restriction,170_Gross reservoir thickness (average) (ft),176_Net/gross ratio (average),179_Net pay (average) (m),182_Reservoir lithology (main),184_Grain_Size_Texture,189_Composition,199_Fracture reservoir type,200_Porosity type (main),204_Porosity (matrix average) (%),210_Permeability (air average) (mD),218_API gravity (average) (deg. API),225_Viscosity (oil average) (cp),236_Oil_impurities (average),243_Gas_impurities (average),252_GOR (initial average) (SCF/STB),255_Condensate yield (initial average) (BC/MMCFG),258_FVF (oil average) (RB/STB),263_Bubble point pressure (average) (psi),273_Formation water salinity (average) (mg/L),276_Water saturation (initial average) (%),293_Original in-place oil equivalent (MMBOE),304_Recovery factor (primary oil) (%),307_Recovery factor (ultimate oil) (%),308_Recovery factor (ultimate gas) (%),320_Secondary recovery methods,325_EOR methods,333_Improved recovery methods (other),334_Improved recovery methods (drilling),335_Improved recovery methods (stimulation),336_Improved recovery methods (water injection optimization),337_Improved recovery methods (artificial lift),338_Improved recovery methods (sand control),339_Improved recovery methods (other reservoir management),76_Pressure_Temp_depth (ft TVDSS)
ANGSI,GROUP I (MAIN AREA),1P ,MALAYSIA,ASIA-PACIFIC,MALAY,5.19,104.76,GAS-CONDENSATE,2008.0,ENHANCED OIL RECOVERY,DECLINE,100.00,0.0,190000.0,OFFSHORE,230.0,247.0,2842.8823588155997,GAS DRIVE,112:TRANSPRESSIONAL ANTICLINE,4790.0,5020.0,1.5,,NEOGENE,24:COASTAL,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALELATERAL SHALE-OUT,1640.0,,,SANDSTONE,,,,,27.0,,42.0,0.3,0.0,0.0,,,,,11000.0,20.0,1090.0,,21.0,74.0,CONTINUOUS WATER INJECTION,CHEMICAL,DRILLING/STIMULATION,EXTENDED REACH WELL,HYDRAULIC FRACTURING (SINGLE STAGE),,,,,
ANGSI,GROUP K (MAIN AREA),1P ,MALAYSIA,ASIA-PACIFIC,MALAY,5.19,104.76,GAS-CONDENSATE,2008.0,PRIMARY RECOVERY,DECLINE,,213.0,,OFFSHORE,230.0,300.0,4076.0,GAS DRIVE,112:TRANSPRESSIONAL ANTICLINE,7580.0,7810.0,3.0,138.0,NEOGENE,21:FLUVIAL,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALE,660.0,,,SANDSTONE,,,,,14.0,0.5,0.0,,0.0,0.0,,47.0,,,11000.0,50.0,,,,74.0,,,,,,,,,,8123.5
ANSCHUTZ RANCH EAST,NUGGET (EAST LOBE),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,FOSSIL,41.0799,-111.052,GAS-CONDENSATE,2012.0,SECONDARY RECOVERY,MATURE,7.00,80.0,4034.0,ONSHORE,-7300.0,230.0,5902.0,GAS DRIVE,1111:THRUST ANTICLINE,14331.0,7031.0,15.0,525.0,JURASSIC/TRIASSIC,22:DESERT,LAYER-CAKE,TIGHT CLASTICSLATERAL FACIES CHANGE/SEALING FAULT,1050.0,0.5,36.58,SANDSTONE,,SUBARKOSE,TYPE II,PRIMARY INTERGRANULAR,9.0,2.0,52.0,,0.0,2.5,,,,5092.0,50000.0,22.0,,,,,GAS RECYCLING,,STIMULATION/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,RE-COMPLETION,7100.0
ANSCHUTZ RANCH EAST,NUGGET (WEST LOBE),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,FOSSIL,41.0799,-111.052,GAS-CONDENSATE,2012.0,SECONDARY RECOVERY,MATURE,30.00,80.0,121664.0,ONSHORE,-7300.0,215.0,5310.0,GAS DRIVE,1111:THRUST ANTICLINE,11685.0,4385.0,28.0,2100.0,JURASSIC/TRIASSIC,22:DESERT,LAYER-CAKE,TIGHT CLASTICSLATERAL FACIES CHANGE/SEALING FAULT,1050.0,0.8,248.72,SANDSTONE,,SUBARKOSE,TYPE II,PRIMARY INTERGRANULAR,10.1,3.0,52.0,,0.0,2.5,4500.0,175.0,,5080.0,50000.0,22.0,,,,,GAS INJECTION,,STIMULATION/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,RE-COMPLETION,5324.0
ARBUCKLE,FORBES,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,SACRAMENTO,38.918,-121.885,GAS,2005.0,PRIMARY RECOVERY,MATURE,78.00,160.0,3667.0,ONSHORE,-300.0,162.07298298568304,2800.0,GAS DRIVE,2112:LATERAL DEPOSITIONAL PINCH-OUT,4700.0,4400.0,4.0,1500.0,CRETACEOUS,25:DEEP MARINE,JIGSAW-PUZZLE,SHALELATERAL SHALE-OUT,1600.0,0.5,83.82,SANDSTONE,MEDIUM-GRAINED SAND,LITHIC ARKOSE,,SECONDARY INTRAGRANULAR,23.0,45.0,0.0,,0.0,2.4,,,,,,55.0,,,,,,,DRILLING,INFILL WELL,,,,,,
ARCABUZ-CULEBRA,WILCOX-REKLAW-QUEEN CITY,1P ,MEXICO,LATIN AMERICA,BURGOS,25.9333,-99.05,GAS,2008.0,PRIMARY RECOVERY,MATURE,653.00,40.0,68847.0,ONSHORE,-295.0,244.0,4720.0,GAS DRIVE,1214:LISTRIC FAULT,2920.0,2625.0,12.0,,PALEOGENE,24:COASTAL,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALENONE,4900.0,,,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,LITHARENITE,,,18.0,0.35,0.0,,0.0,0.0,,,,,23000.0,50.0,633.0,,,84.0,,,DRILLING/STIMULATION,INFILL WELL,HYDRAULIC FRACTURING (SINGLE STAGE),,,,,
ASGARD,GARN-ILE-TILJE-TOFTE,1P ,NORWAY,EUROPE,MID-NORWAY SHELF,65.1,6.9,GAS-CONDENSATE,2009.0,SECONDARY RECOVERY,DECLINE,45.00,2200.0,304500.0,OFFSHORE,935.0,307.0,6889.0,GAS DRIVE,1211:TILTED FAULT-BLOCK,6545.0,7480.0,7.0,,JURASSIC,24:COASTAL,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALELATERAL FACIES CHANGE/LATERAL SHALE-OUT/SEALING FAULT,1450.0,0.64,80.16,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND/MEDIUM-GRAINED SAND,SUBARKOSE,,PRIMARY INTERGRANULAR,17.0,500.0,86.0,0.13,5.0,0.0,2200.0,120.0,2.0,4720.0,100000.0,22.0,3862.0,,46.0,75.0,GAS RECYCLING,,DRILLING/STIMULATION/SAND CONTROL,HORIZONTAL WELL/MULTI-LATERAL WELL,HYDRAULIC FRACTURING (SINGLE STAGE)/SCALE INHIBITOR TREATMENT,,,GRAVEL PACK/PRE-PERFORATED LINER/SAND SCREEN,RE-COMPLETION/SIDETRACKING,14108.0
ASGARD (MIDGARD),GARN-ILE,1P ,NORWAY,EUROPE,MID-NORWAY SHELF,65.0789,7.4898,GAS-CONDENSATE,2009.0,SECONDARY RECOVERY,DECLINE,11.00,0.0,304500.0,OFFSHORE,935.0,196.0,3655.0,GAS DRIVE,2212:PALEOSTRUCTURAL SUBCROP,6512.0,7447.0,1.0,770.0,JURASSIC,24:COASTAL,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALENONE,980.0,,115.83,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND/MEDIUM-GRAINED SAND,SUBARKOSE,,PRIMARY INTERGRANULAR,27.5,5625.0,75.0,0.02,0.0,0.0,905.0,41.0,1.52,,75000.0,8.0,1127.0,,16.0,72.0,GAS RECYCLING,,OTHER RESERVOIR MANAGEMENT,MULTI-LATERAL WELL,,,,,RE-COMPLETION/SIDETRACKING,8169.0
ASGARD (SMORBUKK),GARN-ILE-TILJE-TOFTE,1P ,NORWAY,EUROPE,MID-NORWAY SHELF,65.1688,6.7289,GAS-CONDENSATE,2009.0,SECONDARY RECOVERY,DECLINE,30.00,2200.0,304500.0,OFFSHORE,935.0,307.0,6889.0,GAS DRIVE,1211:TILTED FAULT-BLOCK,11270.0,12205.0,7.0,,JURASSIC,24:COASTAL,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALENONE,1450.0,0.64,80.16,SANDSTONE,FINE-GRAINED SAND,SUBARKOSE,,PRIMARY INTERGRANULAR,11.0,40.0,89.0,0.13,2.6,0.0,,310.0,,,100000.0,42.0,1609.0,,63.0,86.0,GAS RECYCLING,,DRILLING/STIMULATION/SAND CONTROL,MULTI-LATERAL WELL,HYDRAULIC FRACTURING (SINGLE STAGE)/SCALE INHIBITOR TREATMENT,,,GRAVEL PACK/PRE-PERFORATED LINER,,14108.0
AUGER,M1-T SANDS,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,GULF OF MEXICO NORTHERN OFFSHORE,27.5458,-92.443,GAS-CONDENSATE,2008.0,PRIMARY RECOVERY,MATURE,20.00,240.0,100566.5,OFFSHORE,2860.0,209.0,12874.0,AQUIFER DRIVE,2232:ONLAP ONTO STRUCTURAL FLANK UNCONFORMITY,11840.0,14700.0,28.0,,NEOGENE,25:DEEP MARINE,LAYER-CAKE,SHALELATERAL FACIES CHANGE/SEALING FAULT,,0.75,152.1,SANDSTONE,VERY FINE-GRAINED SAND/FINE-GRAINED SAND,SUBARKOSE,,PRIMARY INTERGRANULAR,30.0,916.0,0.0,,0.0,0.0,,162.0,,,,17.0,180.0,,,43.0,,,DRILLING/STIMULATION/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,SLIM-HOLE WELL,ACIDIZATION,,,GRAVEL PACK,SIDETRACKING,19250.0
BADAK,BALIKPAPAN,1P ,INDONESIA,ASIA-PACIFIC,KUTAI,-0.325,117.438,GAS-CONDENSATE,2008.0,PRIMARY RECOVERY,MATURE,200.00,0.0,,ONSHORE,-35.0,237.0,4313.0,AQUIFER DRIVE,113:INVERSION ANTICLINE,3535.0,3500.0,7.0,,NEOGENE,24:COASTAL,JIGSAW-PUZZLE/LAYER-CAKE,SHALELATERAL FACIES CHANGE/LATERAL SHALE-OUT,9206.0,,,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,LITHARENITE,,PRIMARY INTERGRANULAR,25.0,100.0,89.0,,0.0,0.06,600.0,80.0,1.7,,,34.0,1331.0,,,81.57,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,INFILL WELL/HORIZONTAL WELL,HYDRAULIC FRACTURING (SINGLE STAGE),,PLUNGER LIFT,SAND SCREEN,FOAM LIFT TREATMENT/RE-COMPLETION,9134.0
BADR EL DIN-2,ABU ROASH G,1P ,EGYPT,AFRICA,ABU GHARADIG,29.8698,27.7164,GAS-CONDENSATE,1999.0,PRIMARY RECOVERY,DECLINE,1.00,140.0,,ONSHORE,-131.0,193.0,3411.0,GAS DRIVE,1212:HORST BLOCK,7119.0,6988.0,0.7,200.0,CRETACEOUS,24:COASTAL,JIGSAW-PUZZLE,SHALELATERAL SHALE-OUT,476.0,,28.96,SANDSTONE,,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,22.0,55.0,53.0,,0.0,0.0,,29.0,,,140000.0,36.5,43.0,,,67.0,,,OTHER RESERVOIR MANAGEMENT,,,,,,RE-PERFORATION,7467.0
BADR EL DIN-2,BAHARIYA,1P ,EGYPT,AFRICA,ABU GHARADIG,29.8698,27.7164,GAS-CONDENSATE,1999.0,PRIMARY RECOVERY,DECLINE,4.00,140.0,25510.0,ONSHORE,-131.0,202.0,3672.0,GAS DRIVE,1212:HORST BLOCK,8031.0,7900.0,0.7,407.0,CRETACEOUS,24:COASTAL,LABYRINTH,SHALELATERAL SHALE-OUT,394.0,0.4,45.11,SANDSTONE,FINE-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,20.0,225.0,53.0,,0.0,0.0,,26.5,,,140000.0,,100.0,,,79.0,,,DRILLING,INFILL WELL/HORIZONTAL WELL,,,,,,7943.0
BADR EL DIN-2,KHARITA,1P ,EGYPT,AFRICA,ABU GHARADIG,29.8698,27.7164,GAS-CONDENSATE,1999.0,PRIMARY RECOVERY,DECLINE,3.00,140.0,,ONSHORE,-131.0,206.0,3864.0,GAS DRIVE,1212:HORST BLOCK,8136.0,8005.0,0.7,377.0,CRETACEOUS,21:FLUVIAL,LABYRINTH,SHALELATERAL SHALE-OUT,,,,SANDSTONE,,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,22.0,,53.0,,0.0,0.0,,24.0,,,140000.0,22.5,33.0,,,72.0,,,,,,,,,,8136.0
BADR EL DIN-3,KHARITA,1P ,EGYPT,AFRICA,ABU GHARADIG,29.841,27.915,GAS-CONDENSATE,1998.0,PRIMARY RECOVERY,DECLINE,7.00,585.0,25000.0,ONSHORE,-131.0,266.0,5580.0,AQUIFER DRIVE,1212:HORST BLOCK,11200.0,11070.0,8.0,1132.0,CRETACEOUS,21:FLUVIAL,JIGSAW-PUZZLE,SHALELATERAL SHALE-OUT,1024.0,0.51,,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,13.0,340.0,34.8,17.6,0.0,0.0,1130.0,25.0,1.6,5155.0,,10.0,305.0,,25.0,71.0,,,,,,,,,,12191.0
BAHAR,PRODUCTIVE SERIES (GAS SUITE),1P ,AZERBAIJAN,FORMER SOVIET UNION,CASPIAN SOUTH,40.0822,50.0975,GAS-CONDENSATE,2012.0,PRIMARY RECOVERY,MATURE,93.00,247.0,102872.0,OFFSHORE,110.0,200.0,6700.0,GAS DRIVE,1111:THRUST ANTICLINE,14326.0,14436.0,13.0,,NEOGENE,23:LACUSTRINE,LAYER-CAKE,BLOCK-BOUNDING FAULT/SHALELATERAL FACIES CHANGE/LATERAL SHALE-OUT/RESERVOIR BODY BOUNDARY,3340.0,0.6,,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,LITHARENITE,,PRIMARY INTERGRANULAR,16.5,69.5,83.5,,0.0,0.0,,40.0,,,2400.0,39.0,1311.0,,,78.7,,,OTHER RESERVOIR MANAGEMENT,,,,,,RE-COMPLETION/RE-PERFORATION,14400.0
BAIRAM-ALI,SHATLYK,1P ,TURKMENISTAN,FORMER SOVIET UNION,AMU DARYA,38.0,61.88,GAS,2002.0,ABANDONED,,17.00,0.0,63846.0,ONSHORE,-660.0,230.0,4380.0,AQUIFER DRIVE,1112:FORELAND ANTICLINE,9090.0,8430.0,3.0,197.0,CRETACEOUS,24:COASTAL,LAYER-CAKE, NONE,230.0,0.86,60.05,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,SUBARKOSE,,PRIMARY INTERGRANULAR,20.0,123.0,0.0,,0.0,0.6,,0.5,,,115000.0,41.0,,,,,,,STIMULATION,,ACIDIZATION,,,,,9350.0
BARBARA,ASTI,1P ,ITALY,EUROPE,ADRIATIC,44.0418,13.8205,GAS,1998.0,PRIMARY RECOVERY,DECLINE,114.00,152.0,56442.95,OFFSHORE,229.66,132.8,2241.0,AQUIFER DRIVE,1161:FAULT-BLOCK COMPACTION ANTICLINE,3150.0,3379.27,,,NEOGENE,25:DEEP MARINE,LAYER-CAKE,SHALE,1148.29,0.6,,SANDSTONE,FINE-GRAINED SAND,,,PRIMARY INTERGRANULAR,30.0,12.0,0.0,,0.0,0.0,,,,,31500.0,35.0,291.72,,,80.69,,,STIMULATION/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,,HYDRAULIC FRACTURING (SINGLE STAGE),,,GRAVEL PACK/SAND SCREEN/FRAC PACK,RE-COMPLETION/SHUT-IN WELL REOPEN/STEP-OUT DEVELOPMENT DRILLING,4429.13
BARQUE,LEMAN SANDSTONE,1P ,UNITED KINGDOM,EUROPE,NORTH SEA SOUTHERN,53.6204,1.5183,GAS,2010.0,PRIMARY RECOVERY,DECLINE,18.00,237.0,36200.0,OFFSHORE,120.0,175.0,3850.0,GAS DRIVE,1211:TILTED FAULT-BLOCK,6880.0,7000.0,18.0,1600.0,PERMIAN,22:DESERT,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULTLATERAL FACIES CHANGE,750.0,0.76,,SANDSTONE,FINE-GRAINED SAND/MEDIUM-GRAINED SAND,SUBLITHARENITE,TYPE II,PRIMARY INTERGRANULAR,11.0,0.5,0.0,,0.0,1.4,,1.3,,,273528.0,49.0,503.0,,,45.2,,,DRILLING/STIMULATION/SAND CONTROL,HORIZONTAL WELL/MULTI-LATERAL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,PRE-PACKED LINER/SLOTTED LINER,,8200.0
BARRACOUTA,LATROBE (N1 UNIT),1P ,AUSTRALIA,ASIA-PACIFIC,GIPPSLAND,-38.2786,147.7094,GAS,1998.0,PRIMARY RECOVERY,DECLINE,4.00,80.0,46000.0,OFFSHORE,151.0,150.0,1693.0,GAS DRIVE,113:INVERSION ANTICLINE,3184.0,3335.0,5.5,443.0,PALEOGENE,21:FLUVIAL,JIGSAW-PUZZLE,BLOCK-BOUNDING FAULT/SHALE/COALNONE,330.0,0.85,85.35,SANDSTONE,,QUARTZ ARENITE,,PRIMARY INTERGRANULAR,25.0,1000.0,0.0,,0.14,1.3,,18.2,,,,10.0,450.0,,,70.0,,,,,,,,,,3733.5
