SampleTimeUTC,inj_diff,Delta_Avg_CCS1_WHCO2InjPs_psi,Delta_Avg_PLT_CO2VentRate_TPH
2009-10-11 22:00:00,0.0,0.0,0.0
2009-10-11 23:00:00,0.0,0.10424800500000009,0.0
2009-10-12 00:00:00,0.0,-0.2184244350000002,0.0
2009-10-12 01:00:00,0.0,0.2283528170000002,0.0
2009-10-12 02:00:00,0.0,-0.12410477100000028,0.0
2009-10-12 03:00:00,0.0,-1.1963701699999998,0.0
2009-10-12 04:00:00,0.0,0.19360344399999985,0.0
2009-10-12 05:00:00,0.0,-0.12906898499999997,0.0
2009-10-12 06:00:00,0.0,0.049641918000000285,0.0
2009-10-12 07:00:00,0.0,0.7247719899999998,0.0
2009-10-12 08:00:00,0.0,-0.898518685,0.0
2009-10-12 09:00:00,0.0,-0.08439124300000023,0.0
2009-10-12 10:00:00,0.0,0.06453448000000028,0.0
2009-10-12 11:00:00,0.0,-0.35245754200000023,0.0
2009-10-12 12:00:00,0.0,-0.04964190699999982,0.0
2009-10-12 13:00:00,0.0,0.029785144999999957,0.0
2009-10-12 14:00:00,0.0,-0.2730305500000001,0.0
2009-10-12 15:00:00,0.0,0.19360349800000032,0.0
2009-10-12 16:00:00,0.0,0.893554419,0.0
2009-10-12 17:00:00,0.0,-0.5758462070000001,0.0
2009-10-12 18:00:00,0.0,1.2956539829999998,0.0
2009-10-12 19:00:00,0.0,0.3495058820000003,0.0
2009-10-12 20:00:00,0.0,-0.44878970800000006,0.0
2009-10-12 21:00:00,0.0,-0.402099534,0.0
2009-10-12 22:00:00,0.0,0.630452343,0.0
2009-10-12 23:00:00,0.0,-0.00496418700000012,0.0
2009-10-13 00:00:00,0.0,-0.09928383399999996,0.0
2009-10-13 01:00:00,0.0,-0.5262043219999999,0.0
2009-10-13 02:00:00,0.0,-0.30777988600000006,0.0
2009-10-13 03:00:00,0.0,-0.21842443600000028,0.0
2009-10-13 04:00:00,0.0,-0.029785149999999927,0.0
2009-10-13 05:00:00,0.0,0.0,0.0
2009-10-13 06:00:00,0.0,0.0496419170000002,0.0
2009-10-13 07:00:00,0.0,0.3077799080000001,0.0
2009-10-13 08:00:00,0.0,-0.8190915640000003,0.0
2009-10-13 09:00:00,0.0,-0.05957028899999983,0.0
2009-10-13 10:00:00,0.0,0.0,0.0
2009-10-13 11:00:00,0.0,-0.04964190700000026,0.0
2009-10-13 12:00:00,0.0,-0.03474933499999988,0.0
2009-10-13 13:00:00,0.0,0.0,0.0
2009-10-13 14:00:00,0.0,0.0,0.0
2009-10-13 15:00:00,0.0,0.24324534500000006,0.0
2009-10-13 16:00:00,0.0,0.268066299,0.0
2009-10-13 17:00:00,0.0,0.024820969999999942,0.0
2009-10-13 18:00:00,0.0,-0.18863926399999986,0.0
2009-10-13 19:00:00,0.0,0.24820953600000006,0.0
2009-10-13 20:00:00,0.0,-0.31770822200000026,0.0
2009-10-13 21:00:00,0.0,-0.4120278769999999,0.0
2009-10-13 22:00:00,0.0,0.19360347599999983,0.0
2009-10-13 23:00:00,0.0,0.5212400510000004,0.0
2009-10-14 00:00:00,0.0,0.0744628749999996,0.0
2009-10-14 01:00:00,0.0,0.1588541840000004,0.0
2009-10-14 02:00:00,0.0,-0.5162759300000004,0.0
2009-10-14 03:00:00,0.0,-0.12410476800000003,0.0
2009-10-14 04:00:00,0.0,-0.17374667499999985,0.0
2009-10-14 05:00:00,0.0,-0.019856770999999718,0.0
2009-10-14 06:00:00,0.0,-0.15885416700000032,0.0
2009-10-14 07:00:00,0.0,0.1737467450000003,0.0
2009-10-14 08:00:00,0.0,-0.019856771000000162,0.0
2009-10-14 09:00:00,0.0,-0.08439127599999985,0.0
2009-10-14 10:00:00,0.0,-0.36238606800000017,0.0
2009-10-14 11:00:00,0.0,-0.12410481700000009,0.0
2009-10-14 12:00:00,0.0,0.0,0.0
2009-10-14 13:00:00,0.0,-0.20379309300000004,0.0
2009-10-14 14:00:00,0.0,0.19386471100000002,0.0
2009-10-14 15:00:00,0.0,0.19360350999999998,0.0
2009-10-14 16:00:00,0.0,0.367350262,0.0
2009-10-14 17:00:00,0.0,0.07446287899999993,0.0
2009-10-14 18:00:00,0.0,0.45670554600000024,0.0
2009-10-14 19:00:00,0.0,0.12906896299999993,0.0
2009-10-14 20:00:00,0.0,0.2482095860000002,0.0
2009-10-14 21:00:00,0.0,-0.08935545100000031,0.0
2009-10-14 22:00:00,0.0,0.1737467050000001,0.0
2009-10-14 23:00:00,0.0,-0.35245760699999984,0.0
2009-10-15 00:00:00,0.0,0.0,0.0
2009-10-15 01:00:00,0.0,-0.3574217420000001,0.0
2009-10-15 02:00:00,0.0,0.33756497900000015,0.0
2009-10-15 03:00:00,0.0,-0.34749335000000015,0.0
2009-10-15 04:00:00,0.0,-0.22835277300000012,0.0
2009-10-15 05:00:00,0.0,-0.004964192999999728,0.0
2009-10-15 06:00:00,0.0,-0.07446289100000003,0.0
2009-10-15 07:00:00,0.0,-0.47159830700000027,0.0
2009-10-15 08:00:00,0.0,-0.04467773399999997,0.0
2009-10-15 09:00:00,0.0,0.0,0.0
2009-10-15 10:00:00,0.0,0.15388997400000015,0.0
2009-10-15 11:00:00,0.0,-0.42195624500000006,0.0
2009-10-15 12:00:00,0.0,-0.08935546100000002,0.0
2009-10-15 13:00:00,0.0,-0.2382811549999999,0.0
2009-10-15 14:00:00,0.0,0.0,0.0
2009-10-15 15:00:00,0.0,0.004964191000000007,0.0
2009-10-15 16:00:00,0.0,0.575846149,0.0
2009-10-15 17:00:00,0.0,0.14892574999999986,0.0
2009-10-15 18:00:00,0.0,0.4418131510000003,0.0
2009-10-15 19:00:00,0.0,0.40209945599999974,0.0
2009-10-15 20:00:00,0.0,0.35245756900000025,0.0
2009-10-15 21:00:00,0.0,0.1588541349999999,0.0
2009-10-15 22:00:00,0.0,-0.1588541349999999,0.0
2009-10-15 23:00:00,0.0,0.14892574999999963,0.0
2009-10-16 00:00:00,0.0,-0.2879231179999997,0.0
2009-10-16 01:00:00,0.0,-0.20353181900000017,0.0
2009-10-16 02:00:00,0.0,-0.11914057800000011,0.0
2009-10-16 03:00:00,0.0,-0.1886392469999998,0.0
2009-10-16 04:00:00,0.0,-0.08439124200000014,0.0
2009-10-16 05:00:00,0.0,0.0,0.0
2009-10-16 06:00:00,0.0,-0.004964192999999728,0.0
2009-10-16 07:00:00,0.0,0.004964192999999728,0.0
2009-10-16 08:00:00,0.0,-0.0099283859999999,0.0
2009-10-16 09:00:00,0.0,-0.09928385399999984,0.0
2009-10-16 10:00:00,0.0,-0.1737467450000001,0.0
2009-10-16 11:00:00,0.0,-0.15885416600000002,0.0
2009-10-16 12:00:00,0.0,-0.04467773500000005,0.0
2009-10-16 13:00:00,0.0,0.29288735999999993,0.0
2009-10-16 14:00:00,0.0,-0.01985675699999989,0.0
2009-10-16 15:00:00,0.0,-0.22338867600000012,0.0
2009-10-16 16:00:00,0.0,0.436848959,0.0
2009-10-16 17:00:00,0.0,0.2184244030000002,0.0
2009-10-16 18:00:00,0.0,0.11417637099999967,0.0
2009-10-16 19:00:00,0.0,0.1836750610000002,0.0
2009-10-16 20:00:00,0.0,0.3971353409999998,0.0
2009-10-16 21:00:00,0.0,0.22835279900000005,0.0
2009-10-16 22:00:00,0.0,0.17374670700000028,0.0
2009-10-16 23:00:00,0.0,-0.719807796,0.0
2009-10-17 00:00:00,0.0,-0.014892571999999937,0.0
2009-10-17 01:00:00,0.0,-0.258137917,0.0
2009-10-17 02:00:00,0.0,-0.4517414080000002,0.0
2009-10-17 03:00:00,0.0,0.506347506,0.0
2009-10-17 04:00:00,0.0,-0.18863924799999987,0.0
2009-10-17 05:00:00,0.0,-0.18863924700000023,0.0
2009-10-17 06:00:00,0.0,0.0,0.0
2009-10-17 07:00:00,0.0,-1.999999987845058e-08,0.0
2009-10-17 08:00:00,0.0,-0.590738913,0.0
2009-10-17 09:00:00,0.0,-0.004964192000000089,0.0
2009-10-17 10:00:00,0.0,-0.12410476800000003,0.0
2009-10-17 11:00:00,0.0,-0.36238592299999994,0.0
2009-10-17 12:00:00,0.0,-0.07446286099999999,0.0
2009-10-17 13:00:00,0.0,-0.03474933499999988,0.0
2009-10-17 14:00:00,0.0,0.0,0.0
2009-10-17 15:00:00,0.0,0.0,0.0
2009-10-17 16:00:00,0.0,0.12410476799999981,0.0
2009-10-17 17:00:00,0.0,0.496419108,0.0
2009-10-17 18:00:00,0.0,0.37727861200000024,0.0
2009-10-17 19:00:00,0.0,0.1936035239999998,0.0
2009-10-17 20:00:00,0.0,0.12410476800000003,0.0
2009-10-17 21:00:00,0.0,0.23828115199999989,0.0
2009-10-17 22:00:00,0.0,0.1737466780000001,0.0
2009-10-17 23:00:00,0.0,-0.2730304800000001,0.0
2009-10-18 00:00:00,0.0,-0.258137928,0.0
2009-10-18 01:00:00,0.0,-0.14396158599999964,0.0
2009-10-18 02:00:00,0.0,-0.42195638000000013,0.0
2009-10-18 03:00:00,0.0,-0.03474934900000015,0.0
2009-10-18 04:00:00,0.0,-0.054606097999999825,0.0
2009-10-18 05:00:00,0.0,-0.2879230620000002,0.0
2009-10-18 06:00:00,0.0,-0.21842439199999997,0.0
2009-10-18 07:00:00,0.0,-0.03474933499999988,0.0
2009-10-18 08:00:00,0.0,0.0,0.0
2009-10-18 09:00:00,0.0,0.0,0.0
2009-10-18 10:00:00,0.0,0.0,0.0
2009-10-18 11:00:00,0.0,0.0,0.0
2009-10-18 12:00:00,0.0,0.0,0.0
2009-10-18 13:00:00,0.0,0.0,0.0
2009-10-18 14:00:00,0.0,0.1537297769999999,0.0
2009-10-18 15:00:00,0.0,0.29304738799999996,0.0
2009-10-18 16:00:00,0.0,-0.44677716499999987,0.0
2009-10-18 17:00:00,0.0,0.020365910999999848,0.0
2009-10-18 18:00:00,0.0,0.024311806000000047,0.0
2009-10-18 19:00:00,0.0,0.0,0.0
2009-10-18 20:00:00,0.0,0.12906895799999996,0.0
2009-10-18 21:00:00,0.0,0.6056313420000001,0.0
2009-10-18 22:00:00,0.0,-0.01985676500000011,0.0
2009-10-18 23:00:00,0.0,-0.07446289100000003,0.0
2009-10-19 00:00:00,0.0,-0.08935546199999989,0.0
2009-10-19 01:00:00,0.0,0.13403319099999988,0.0
2009-10-19 02:00:00,0.0,0.06949871600000002,0.0
2009-10-19 03:00:00,0.0,-0.153889964,0.0
2009-10-19 04:00:00,0.0,-0.580810362,0.0
2009-10-19 05:00:00,0.0,-0.06453447999999984,0.0
2009-10-19 06:00:00,0.0,0.0,0.0
2009-10-19 07:00:00,0.0,0.0,0.0
2009-10-19 08:00:00,0.0,0.0,0.0
2009-10-19 09:00:00,0.0,0.0,0.0
2009-10-19 10:00:00,0.0,0.0,0.0
2009-10-19 11:00:00,0.0,0.0,0.0
2009-10-19 12:00:00,0.0,0.0,0.0
2009-10-19 13:00:00,0.0,0.0,0.0
2009-10-19 14:00:00,0.0,0.0,0.0
2009-10-19 15:00:00,0.0,0.0,0.0
2009-10-19 16:00:00,0.0,0.0,0.0
2009-10-19 17:00:00,0.0,0.0,0.0
2009-10-19 18:00:00,0.0,0.0,0.0
2009-10-19 19:00:00,0.0,0.0,0.0
2009-10-19 20:00:00,0.0,0.0,0.0
2009-10-19 21:00:00,0.0,0.0,0.0
2009-10-19 22:00:00,0.0,0.0,0.0
2009-10-19 23:00:00,0.0,0.0,0.0
2009-10-20 00:00:00,0.0,0.0,0.0
2009-10-20 01:00:00,0.0,0.0,0.0
2009-10-20 02:00:00,0.0,0.0,0.0
2009-10-20 03:00:00,0.0,0.0,0.0
2009-10-20 04:00:00,0.0,0.0,0.0
2009-10-20 05:00:00,0.0,0.0,0.0
2009-10-20 06:00:00,0.0,0.0,0.0
2009-10-20 07:00:00,0.0,0.0,0.0
2009-10-20 08:00:00,0.0,0.0,0.0
2009-10-20 09:00:00,0.0,0.0,0.0
2009-10-20 10:00:00,0.0,0.0,0.0
2009-10-20 11:00:00,0.0,0.0,0.0
2009-10-20 12:00:00,0.0,0.0,0.0
2009-10-20 13:00:00,0.0,0.0,0.0
2009-10-20 14:00:00,0.0,0.0,0.0
2009-10-20 15:00:00,0.0,0.0,0.0
2009-10-20 16:00:00,0.0,0.0,0.0
2009-10-20 17:00:00,0.0,0.0,0.0
2009-10-20 18:00:00,0.0,0.0,0.0
2009-10-20 19:00:00,0.0,0.0,0.0
2009-10-20 20:00:00,0.0,0.0,0.0
