SampleTimeUTC,Avg_PLT_CO2VentRate_TPH,Avg_CCS1_WHCO2InjPs_psi,Avg_CCS1_WHCO2InjTp_F,Avg_CCS1_ANPs_psi,Avg_CCS1_DH6325Ps_psi,Avg_CCS1_DH6325Tp_F,Avg_VW1_WBTbgPs_psi,Avg_VW1_WBTbgTp_F,Avg_VW1_Z11D4917Ps_psi,Avg_VW1_Z11D4917Tp_F,Avg_VW1_Z10D5001Ps_psi,Avg_VW1_Z10D5001Tp_F,Avg_VW1_Z09D5653Ps_psi,Avg_VW1_Z09D5653Tp_F,Avg_VW1_Z08D5840Ps_psi,Avg_VW1_Z08D5840Tp_F,Avg_VW1_Z07D6416Ps_psi,Avg_VW1_Z07D6416Tp_F,Avg_VW1_Z06D6632Ps_psi,Avg_VW1_Z06D6632Tp_F,Avg_VW1_Z05D6720Ps_psi,Avg_VW1_Z05D6720Tp_F,Avg_VW1_Z04D6837Ps_psi,Avg_VW1_Z04D6837Tp_F,Avg_VW1_Z03D6945Ps_psi,Avg_VW1_Z03D6945Tp_F,Avg_VW1_Z02D6982Ps_psi,Avg_VW1_Z02D6982Tp_F,Avg_VW1_Z01D7061Ps_psi,Avg_VW1_Z01D7061Tp_F,Avg_VW1_Z0910D5482Ps_psi,Avg_VW1_Z0910D5482Tp_F,inj_diff 
2009-11-05 15:00:00,0.0,765.5376587,47.22489185,574.3417567,2959.346775,116.0769093,2234.35143,104.0492535,2073.478837,105.2037076,2107.37557,101.7592773,2534.035012,113.2051779,2623.764693,116.1,2904.357263,117.171475,3012.966237,119.7563954,3051.804948,119.4627382,3111.234989,119.6676868,3170.157766,120.4687618,3186.739553,121.0714615,3221.737502,122.4393394,2419.661117,112.2357379,0.0
2009-11-05 16:00:00,0.0,765.0809519,52.32401339,569.3128586,2959.053788,116.0973966,2234.40203,104.0620335,2073.447764,105.2126027,2107.378662,101.7576874,2534.000151,113.2072029,2623.785042,116.0583333,2904.366579,117.1735001,3012.963987,119.7528703,3051.795166,119.4684081,3111.252155,119.6604872,3169.931578,120.4484517,3186.515529,121.0786163,3221.721328,122.4331896,2419.57617,112.237898,0.0
2009-11-05 17:00:00,0.0,764.8624939,56.51566334,564.2653839,2958.783044,116.1159434,2234.407552,104.0471235,2073.431732,105.2094378,2107.385681,101.7553024,2534.028298,113.210578,2623.784241,116.0333333,2904.39586,117.168775,3012.970605,119.7493452,3051.814827,119.467598,3111.260409,119.6629925,3169.736682,120.4360614,3186.273409,121.094516,3221.737937,122.4385445,2419.456482,112.2357379,0.0
2009-11-05 18:00:00,0.0,764.4305216,60.04080989,559.9177312,2958.537905,116.1339827,2234.496543,104.0609685,2073.442403,105.2158728,2107.379081,101.7712021,2534.002881,113.2099179,2623.825138,116.1166667,2904.393868,117.1681,3012.983053,119.7521653,3051.786987,119.465168,3111.287972,119.6628879,3169.567521,120.4567017,3186.055282,121.0889511,3221.746427,122.4385595,2419.355216,112.2285379,0.0
2009-11-05 19:00:00,0.0,763.9738159,62.55887594,555.7930013,2958.336129,116.1534744,2234.51922,104.0843985,2073.480428,105.2003926,2107.422428,101.7624573,2534.067531,113.213968,2623.842417,116.2,2904.405465,117.1566248,3012.985067,119.7599205,3051.755501,119.4765079,3111.271556,119.6623475,3169.430778,120.4643218,3185.887288,121.1032908,3221.741954,122.4377795,2419.268589,112.2263779,0.0
2009-11-05 20:00:00,0.0,764.3560801,63.46671311,551.5506363,2958.143044,116.1724613,2234.503546,104.0758785,2073.496069,105.1948875,2107.405359,101.7600723,2534.021434,113.2011278,2623.792102,116.1583333,2904.376678,117.1566248,3012.927169,119.7535753,3051.763342,119.4724579,3111.267489,119.6610276,3169.266978,120.4591618,3185.710109,121.1133258,3221.727059,122.4408844,2419.131474,112.2227931,0.0
2009-11-05 21:00:00,0.0,764.7681559,62.61344191,547.198881,2957.918864,116.18892,2234.513202,104.0609685,2073.487903,105.1884975,2107.377417,101.7664322,2534.005642,113.1970927,2623.788684,116.1,2904.391508,117.1518997,3012.947229,119.7641506,3051.765727,119.4724579,3111.258816,119.6649723,3169.117249,120.473712,3185.559558,121.0925963,3221.717725,122.4401194,2419.081573,112.2227931,0.0
2009-11-05 22:00:00,0.0,763.5568237,59.31021932,542.5498296,2957.669381,116.1991977,2234.41297,104.0375385,2073.461505,105.2135477,2107.373623,101.7727921,2533.985004,113.1950527,2623.800834,116.0666667,2904.361786,117.1579748,3012.916602,119.7627406,3051.78197,119.4684079,3111.249504,119.6715269,3168.991319,120.477717,3185.41943,121.0817218,3221.718591,122.4432093,2419.001149,112.2344029,0.0
2009-11-05 23:00:00,0.0,760.6180588,55.77372001,538.3074605,2957.429773,116.2054142,2234.297774,104.0375385,2073.443014,105.2223828,2107.315336,101.7505325,2533.97607,113.2004677,2623.807707,116.0416667,2904.347788,117.1532497,3012.886233,119.7676757,3051.75708,119.467598,3111.251868,119.6617622,3168.849148,120.4579168,3185.312646,121.0746417,3221.670123,122.4385445,2418.894735,112.2351229,0.0
2009-11-06 00:00:00,0.0,758.9451497,53.34391101,534.8495641,2957.30257,116.2188022,2234.164813,104.0417985,2073.398987,105.2225178,2107.333641,101.7704071,2533.965902,113.2011278,2623.792041,116.1416667,2904.326656,117.1566248,3012.864553,119.7585105,3051.724455,119.465168,3111.246049,119.6630522,3168.661149,120.4321016,3185.167584,121.0746718,3221.661965,122.4424294,2418.788991,112.2534986,0.0
2009-11-06 01:00:00,0.0,757.2374674,51.96951977,531.6476491,2957.156337,116.2332723,2234.124097,104.0439285,2073.433494,105.2169828,2107.336359,101.7696121,2533.942338,113.1970778,2623.749711,116.1583333,2904.279411,117.1545998,3012.893333,119.7662657,3051.728088,119.465168,3111.232467,119.6644917,3168.565731,120.4268965,3185.002041,121.0864316,3221.627216,122.4369845,2418.694649,112.2600988,0.0
2009-11-06 02:00:00,0.0,756.2198079,50.48087511,528.3714066,2957.010848,116.2432275,2234.108553,104.0652285,2073.404767,105.2149578,2107.341374,101.7719971,2533.969568,113.1943777,2623.777429,116.1,2904.258881,117.1593248,3012.880845,119.7669707,3051.756685,119.4765079,3111.197719,119.6666807,3168.466656,120.4152265,3184.899351,121.0811668,3221.603668,122.4447843,2418.577854,112.2520285,0.0
2009-11-06 03:00:00,0.0,755.5049642,49.75248013,525.570017,2956.872508,116.2544717,2234.140395,104.0652285,2073.425293,105.2235228,2107.356653,101.7672272,2533.937874,113.2024778,2623.747378,116.2166667,2904.251095,117.1525747,3012.852081,119.7592155,3051.719255,119.465978,3111.207985,119.665301,3168.401538,120.4240616,3184.777997,121.0923266,3221.604578,122.4455343,2418.477643,112.238063,0.0
2009-11-06 04:00:00,0.0,754.1844889,49.86161013,522.9605988,2956.748655,116.2623509,2234.129427,104.0545785,2073.403151,105.2311579,2107.31982,101.7688171,2533.930499,113.2004528,2623.706976,116.2666667,2904.262699,117.1512247,3012.861316,119.7655607,3051.738696,119.4765079,3111.221269,119.6697264,3168.31109,120.4240616,3184.672748,121.1082413,3221.624373,122.4400894,2418.383006,112.240253,0.0
2009-11-06 05:00:00,0.0,753.4448242,51.43375527,520.6546524,2956.632621,116.2730707,2234.147575,104.0492535,2073.41807,105.2202828,2107.353092,101.7727921,2533.975326,113.2038279,2623.782568,116.2083333,2904.312646,117.1518997,3012.849685,119.7712008,3051.78197,119.484608,3111.275016,119.6616875,3168.24328,120.4369019,3184.650604,121.0907516,3221.675279,122.4401344,2418.410756,112.240253,0.0
2009-11-06 06:00:00,0.0,753.0973307,51.7036548,518.2640701,2956.528351,116.2779127,2234.152346,104.0417985,2073.409265,105.2203278,2107.375741,101.7648422,2533.983722,113.1957277,2623.781604,116.2333333,2904.305935,117.1518997,3012.924754,119.7796611,3051.796867,119.4862278,3111.268791,119.6648677,3168.207536,120.4308268,3184.580088,121.0923416,3221.664469,122.4494191,2418.295636,112.237343,0.0
2009-11-06 07:00:00,0.0,751.8761393,51.84244541,515.9395523,2956.426815,116.2867962,2234.131881,104.0407335,2073.436444,105.2126328,2107.38702,101.7839218,2534.023409,113.1970778,2623.757296,116.275,2904.334469,117.1532497,3012.904527,119.776841,3051.778743,119.4837978,3111.259298,119.6675374,3168.113106,120.4355518,3184.48218,121.120166,3221.65752,122.4440043,2418.195642,112.2366231,0.0
2009-11-06 08:00:00,0.0,751.250651,52.12369296,513.6418488,2956.329128,116.2936412,2234.19329,104.0641635,2073.471141,105.2178077,2107.426807,101.775177,2534.042222,113.2024778,2623.771275,116.2083333,2904.352494,117.1491997,3012.898781,119.777546,3051.791378,119.4797478,3111.250303,119.6636972,3168.026935,120.4267767,3184.407424,121.1082413,3221.668905,122.4455343,2418.122736,112.233698,0.0
2009-11-06 09:00:00,0.0,751.146403,52.41080618,511.9965314,2956.234924,116.2998952,2234.131382,104.0577735,2073.44187,105.2212428,2107.425696,101.7807419,2534.03407,113.1991028,2623.764364,116.1916667,2904.383547,117.1458246,3012.925153,119.778251,3051.820296,119.4821779,3111.263214,119.6650022,3167.9223,120.443652,3184.325118,121.1273209,3221.635679,122.4463142,2418.04896,112.2300379,0.0
2009-11-06 10:00:00,0.0,750.4216309,52.20059722,509.5976796,2956.139789,116.3075497,2234.123657,104.0354085,2073.481968,105.2101426,2107.395288,101.7815369,2534.023551,113.1964027,2623.783761,116.175,2904.327795,117.1464996,3012.917188,119.778956,3051.796415,119.4846078,3111.243477,119.6644917,3167.863477,120.446352,3184.275328,121.1281158,3221.628798,122.4479042,2417.91993,112.231808,0.0
2009-11-06 20:00:00,0.0,750.128744,61.06253885,689.0776957,2955.426591,116.3750048,2234.259393,104.0407335,2073.501898,105.2120926,2107.379688,101.7783569,2534.005829,113.1910027,2623.816412,116.075,2904.368042,117.1356995,3012.93668,119.776841,3051.799947,119.4927082,3111.312386,119.6621981,3167.358512,120.4335268,3183.677456,121.0875717,3221.611788,122.4455343,2416.966034,112.2338785,0.0
2009-11-06 21:00:00,0.0,750.0890325,60.95267471,687.2424321,2955.360533,116.3733571,2234.233193,104.0449935,2073.457257,105.2308728,2107.356954,101.7839218,2533.985518,113.1977528,2623.83665,116.1333333,2904.358958,117.1363745,3012.897575,119.7704958,3051.792183,119.4886578,3111.266707,119.6688573,3167.303778,120.4288167,3183.661072,121.0851868,3221.614219,122.4478742,2416.875128,112.2483387,0.0
2009-11-15 15:00:00,0.041666667,782.9768163,62.82108345,598.2249593,2982.889516,116.5511101,2232.768774,104.1106864,2073.441846,105.2967981,2107.311615,101.8061813,2534.010756,113.2925504,2623.919012,116.9583333,2904.209033,116.9406549,3013.133559,119.9089757,3051.65671,119.5874533,3110.740448,119.7000364,3165.087661,120.4015168,3181.622943,121.2076141,3221.63184,122.5328771,2401.409981,112.3412221,0.0
2009-11-15 17:00:00,0.133333333,1156.298876,78.25138054,595.105628,3329.457497,112.3108638,2232.760221,104.1064264,2073.42571,105.2947431,2107.321185,101.8093613,2533.988649,113.2918605,2623.8769,116.9916667,2904.175146,116.9326007,3013.138627,119.9031413,3051.643492,119.5769377,3110.721206,119.7155164,3166.851898,120.3819261,3182.396543,121.1925095,3221.7019,122.5359973,2401.226858,112.3333027,0.164236005
2009-11-15 18:00:00,0.941666667,1144.424704,75.50956008,573.2249181,3344.542224,111.2152489,2232.796541,104.1053614,2073.415704,105.3066531,2107.342924,101.8181061,2534.000541,113.2884107,2623.887431,116.9833333,2904.190206,116.9339205,3013.193164,119.9023317,3051.656331,119.5777479,3110.701137,119.7116464,3170.070791,120.3671205,3184.643479,121.197804,3221.802537,122.5359973,2401.168262,112.3253828,22.18923628
2009-11-15 19:00:00,0.0,1137.504605,76.82572187,580.927238,3340.153251,110.3678891,2232.804858,104.1053614,2073.446067,105.2925081,2107.348362,101.8077713,2533.992316,113.2904806,2623.890322,116.9833333,2904.207117,116.9195816,3013.190967,119.9059016,3051.638566,119.5639921,3110.78547,119.7097114,3174.164555,120.366115,3188.313314,121.1929736,3221.920315,122.5375122,2401.118481,112.324663,14.03923602
2009-11-15 20:00:00,0.0,1136.46718,76.82169507,575.0189021,3338.401996,109.791676,2232.753271,104.0915164,2073.448035,105.2978931,2107.348737,101.8157361,2533.959399,113.2884107,2623.901603,116.9666667,2904.232849,116.9153819,3013.121785,119.9075357,3051.658195,119.5737127,3110.811544,119.7161614,3178.187113,120.3735846,3192.528221,121.192763,3222.186808,122.5413223,2401.082261,112.321063,0.177431234
2009-11-15 21:00:00,0.0,1137.206837,77.24832942,578.679097,3338.029718,109.4296113,2232.818571,104.1160114,2073.447821,105.3000381,2107.393144,101.822081,2533.975901,113.2946053,2623.871458,116.9833333,2904.222858,116.9153819,3013.150433,119.911721,3051.675269,119.5680273,3110.903367,119.7335765,3181.916329,120.3657239,3196.650242,121.1901545,3222.55883,122.555048,2400.987008,112.3174629,0.115277481
2009-11-15 22:00:00,0.0,1124.265075,76.81766529,581.6187943,3323.127195,109.2606084,2232.712419,104.0989714,2073.402063,105.3045832,2107.359735,101.8300308,2533.975045,113.2932404,2623.906838,117.0,2904.243974,116.9187716,3013.162362,119.9052265,3051.737012,119.5753178,3110.917877,119.7329315,3185.411249,120.3803187,3200.477856,121.1896897,3222.812878,122.5489277,2400.954081,112.321783,-4.320139218
2009-11-15 23:00:00,0.0,875.7575689,67.14347092,556.9573364,3065.09541,110.4516741,2232.765462,104.1074914,2073.422109,105.3055731,2107.342977,101.8268509,2533.951585,113.29876,2623.878164,117.0,2904.224595,116.9303808,3013.196444,119.913866,3051.786509,119.5753328,3110.871291,119.7200314,3188.184869,120.3886285,3203.90059,121.20019,3223.103807,122.5466326,2400.885657,112.319623,-37.42048616
2009-11-16 00:00:00,0.0,836.5255508,61.06400353,547.1864904,3010.079736,111.8421849,2232.787158,104.1042964,2073.44305,105.284888,2107.345253,101.821286,2533.979785,113.2918605,2623.927307,117.0,2904.254553,116.9234962,3013.228097,119.9044617,3051.804545,119.5834181,3110.849316,119.7148714,3188.229669,120.3833185,3205.640365,121.2087402,3223.297878,122.5527529,2400.855253,112.3225031,0.0
2009-11-16 01:00:00,0.0,822.1889638,58.61075602,542.0956579,2993.609727,112.7206027,2232.77286,104.0957764,2073.452452,105.291353,2107.332314,101.820491,2533.950761,113.2973801,2623.912655,116.9833333,2904.261265,116.913267,3013.226976,119.9044617,3051.826939,119.5899133,3110.84953,119.7187414,3186.724996,120.3921536,3205.04161,121.1953895,3223.402877,122.5535029,2400.754952,112.3189029,0.0
2009-11-16 02:00:00,0.091666667,887.7510595,58.63492603,503.4498556,3088.407143,112.8122095,2232.740243,104.0936464,2073.453709,105.291353,2107.317023,101.8284409,2533.956274,113.2925504,2623.898438,116.9833333,2904.2302,116.9168068,3013.228335,119.9037417,3051.788375,119.581813,3110.884713,119.7329315,3184.955542,120.395469,3203.49797,121.2107656,3223.503257,122.5587231,2400.7012,112.3217831,0.000694442
2009-11-16 03:00:00,0.008333333,807.2368164,60.25540975,538.1939023,3033.847974,112.169101,2232.782723,104.1202714,2073.434397,105.2957931,2107.340619,101.8355957,2533.997791,113.2808063,2623.872107,116.9833333,2904.235073,116.9119621,3013.204537,119.9051816,3051.789197,119.5826232,3110.832463,119.7251914,3184.281415,120.3729988,3202.083309,121.1843042,3223.513747,122.5616933,2400.624738,112.3189029,-0.000694442
2009-11-16 05:00:00,0.0,1016.338544,80.83023853,661.0243825,3097.829647,111.9162531,2232.663607,104.1149464,2073.477551,105.2792929,2107.291054,101.8181061,2533.982662,113.2787514,2623.864026,116.9916667,2904.186102,116.9127271,3013.201634,119.9001568,3051.769324,119.5891033,3110.782764,119.7206764,3183.928711,120.387144,3201.280509,121.2192863,3223.513713,122.5548979,2400.506828,112.3045025,21.51631946
2009-11-16 06:00:00,0.0,1030.079523,71.54166438,567.9833776,3222.118825,110.5015891,2232.616512,104.1096214,2073.446177,105.291338,2107.262539,101.8141312,2533.964996,113.2780614,2623.858197,116.9916667,2904.190112,116.9106723,3013.181958,119.9102214,3051.80461,119.5858634,3110.783213,119.7232564,3184.450871,120.3770039,3201.294139,121.2328019,3223.602077,122.5519877,2400.477861,112.2980223,5.009375302
2009-11-16 07:00:00,0.0,1079.845561,71.76871529,577.3578796,3295.674908,109.7459394,2232.558626,104.1032314,2073.457066,105.295643,2107.297325,101.820491,2533.958492,113.2822011,2623.908356,117.0,2904.170817,116.9154569,3013.227612,119.9023018,3051.778349,119.5931234,3110.867651,119.7213214,3186.435553,120.3836185,3202.411355,121.2105408,3223.676973,122.5517626,2400.358089,112.3124227,6.232638804
2009-11-16 08:00:00,0.0,1088.706555,73.44303099,571.633256,3306.47383,108.7045823,2232.58339,104.1138814,2073.428931,105.3001431,2107.314402,101.8141312,2533.940554,113.2828911,2623.912065,117.0,2904.227974,116.913357,3013.21288,119.9145411,3051.754468,119.5899135,3110.884717,119.7329315,3189.400305,120.3903983,3204.79457,121.203625,3223.813084,122.5620682,2400.297868,112.3059425,0.304165904
2009-11-16 09:00:00,0.0,1091.43182,72.29422741,576.2864385,3316.838328,108.0564901,2232.50734,104.0979064,2073.442279,105.2925081,2107.284296,101.822876,2533.943913,113.2725418,2623.88016,117.0,2904.246621,116.9105072,3013.196875,119.915981,3051.777142,119.5931535,3110.901322,119.7419615,3192.556997,120.3889278,3207.835756,121.2054398,3223.979651,122.5553927,2400.229045,112.3124228,-0.228125
2009-11-16 10:00:00,0.0,1113.944479,77.72660071,575.2748769,3322.629553,107.4991434,2232.525277,104.1032314,2073.428257,105.3066982,2107.294023,101.819696,2533.97016,113.2746117,2623.94046,116.9916667,2904.259664,116.9112421,3013.214813,119.9116613,3051.763064,119.5923284,3110.923969,119.7490565,3195.599872,120.4090577,3211.120964,121.2033394,3224.167631,122.5529175,2400.204618,112.3189178,0.602083588
2009-11-16 11:00:00,0.0,1117.106743,76.86417395,560.9375369,3315.749569,107.8422264,2232.525586,104.1021664,2073.454549,105.2956731,2107.278687,101.8069763,2533.959869,113.2759916,2623.985699,117.0,2904.25637,116.9078224,3013.290092,119.916701,3051.781942,119.5906933,3110.949925,119.7419615,3198.441209,120.4048573,3214.253566,121.2018572,3224.493528,122.543557,2400.156004,112.3167578,-0.051388677
